Time	Erro_Medio
Atlético-GO	0.7
Atlético-MG	0.75
Atlético-PR	-1.82
Avaí	-1.41
Bahia	-1.72
Botafogo	-1.45
Chapecoense	-0.95
Corinthians	-1.9
Coritiba	-0.28
Cruzeiro	-2.67
Flamengo	-0.43
Fluminense	-0.19
Grêmio	1.38
Palmeiras	-2.99
Ponte Preta	-0.67
Santos	-1.39
Sport	-1.69
São Paulo	2.1
Vasco	-0.98
Vitória	-0.02
