Time	Erro_Medio
Atlético-GO	3.92
Atlético-MG	1.57
Atlético-PR	1.36
Avaí	-1.43
Bahia	0.88
Botafogo	-1.29
Chapecoense	2.97
Corinthians	0.73
Coritiba	-2.7
Cruzeiro	2.04
Flamengo	-1.39
Fluminense	0.11
Grêmio	-1.1
Palmeiras	2.03
Ponte Preta	-1.0
Santos	-1.54
Sport	-2.74
São Paulo	-1.58
Vasco	0.67
Vitória	-0.21
