Time	Erro_Medio
Atlético-GO	1.4
Atlético-MG	0.72
Atlético-PR	-1.16
Avaí	0.84
Bahia	-1.64
Botafogo	-0.93
Chapecoense	2.62
Corinthians	0.43
Coritiba	-2.24
Cruzeiro	-2.17
Flamengo	-0.73
Fluminense	-1.03
Grêmio	-0.05
Palmeiras	-0.39
Ponte Preta	-1.05
Santos	-0.26
Sport	1.8
São Paulo	0.51
Vasco	1.34
Vitória	-0.44
