Time	Erro_Medio
Atlético-GO	-1.9
Atlético-MG	-0.54
Atlético-PR	1.67
Avaí	0.25
Bahia	-0.28
Botafogo	-0.49
Chapecoense	2.62
Corinthians	-0.78
Coritiba	0.4
Cruzeiro	-2.44
Flamengo	0.5
Fluminense	0.17
Grêmio	0.65
Palmeiras	1.37
Ponte Preta	-2.18
Santos	-1.41
Sport	-0.52
São Paulo	-1.15
Vasco	3.26
Vitória	1.18
