Time	Erro_Medio
Atlético-GO	0.22
Atlético-MG	1.31
Atlético-PR	3.11
Avaí	3.41
Bahia	-2.63
Botafogo	-3.56
Chapecoense	-2.63
Corinthians	0.06
Coritiba	-0.54
Cruzeiro	2.95
Flamengo	-0.04
Fluminense	-1.94
Grêmio	-3.27
Palmeiras	0.43
Ponte Preta	-3.44
Santos	-1.65
Sport	3.02
São Paulo	0.8
Vasco	0.34
Vitória	-0.7
