Time	Erro_Medio
Atlético-GO	-0.16
Atlético-MG	-0.81
Atlético-PR	-0.21
Avaí	0.59
Bahia	0.11
Botafogo	2.2
Chapecoense	0.57
Corinthians	-2.7
Coritiba	0.4
Cruzeiro	0.77
Flamengo	-2.31
Fluminense	-0.95
Grêmio	-1.18
Palmeiras	0.17
Ponte Preta	-0.01
Santos	2.44
Sport	-3.66
São Paulo	-1.26
Vasco	1.16
Vitória	1.24
