Time	Erro_Medio
Atlético-GO	1.41
Atlético-MG	0.46
Atlético-PR	-2.42
Avaí	1.36
Bahia	-1.48
Botafogo	-1.08
Chapecoense	-1.0
Corinthians	-0.0
Coritiba	0.07
Cruzeiro	1.29
Flamengo	-1.08
Fluminense	-1.95
Grêmio	0.36
Palmeiras	2.7
Ponte Preta	-1.63
Santos	0.12
Sport	-1.09
São Paulo	-0.91
Vasco	1.49
Vitória	-1.67
