Time	Erro_Medio
Atlético-GO	0.05
Atlético-MG	-0.49
Atlético-PR	1.65
Avaí	1.65
Bahia	2.28
Botafogo	1.53
Chapecoense	1.72
Corinthians	-0.2
Coritiba	-1.57
Cruzeiro	0.33
Flamengo	-0.6
Fluminense	-0.73
Grêmio	-0.54
Palmeiras	0.36
Ponte Preta	3.8
Santos	0.67
Sport	4.44
São Paulo	1.18
Vasco	-1.56
Vitória	-0.0
