Time	Erro_Medio
Atlético-GO	1.31
Atlético-MG	2.7
Atlético-PR	-1.18
Avaí	1.27
Bahia	-3.05
Botafogo	4.49
Coritiba	-1.29
Cruzeiro	-0.46
Flamengo	-1.48
Fluminense	0.33
Grêmio	0.03
Palmeiras	-0.98
Ponte Preta	2.81
Santos	-0.35
Sport	-0.36
São Paulo	-0.65
Vasco	-2.12
Vitória	-1.84
