Time	Erro_Medio
Atlético-GO	0.13
Atlético-MG	2.42
Atlético-PR	2.75
Avaí	1.58
Bahia	0.16
Botafogo	0.51
Chapecoense	-0.21
Corinthians	0.7
Coritiba	0.7
Cruzeiro	-2.7
Flamengo	0.4
Fluminense	-0.41
Grêmio	4.62
Palmeiras	-1.36
Ponte Preta	-0.89
Santos	-0.54
Sport	-0.29
São Paulo	-0.94
Vasco	-1.98
Vitória	-1.25
