pontuacao	frequencia	media
-7	0.001	0.998919999999963
-6	0.0028	0.998919999999963
-5	0.0074	0.998919999999963
-4	0.022	0.998919999999963
-3	0.0354	0.998919999999963
-2	0.076	0.998919999999963
-1	0.1072	0.998919999999963
0	0.1846	0.998919999999963
1	0.168	0.998919999999963
2	0.1138	0.998919999999963
3	0.0752	0.998919999999963
4	0.0438	0.998919999999963
5	0.0452	0.998919999999963
6	0.0476	0.998919999999963
7	0.0244	0.998919999999963
8	0.0186	0.998919999999963
9	0.007	0.998919999999963
10	0.006	0.998919999999963
11	0.006	0.998919999999963
12	0.0036	0.998919999999963
13	0.0024	0.998919999999963
14	0.001	0.998919999999963
15	0.0004	0.998919999999963
16	0.0002	0.998919999999963
17	0.0	0.998919999999963
