pontuacao	frequencia	media
-8	0.0006	0.48343999999999876
-7	0.0008	0.48343999999999876
-6	0.0018	0.48343999999999876
-5	0.01	0.48343999999999876
-4	0.0292	0.48343999999999876
-3	0.056	0.48343999999999876
-2	0.0986	0.48343999999999876
-1	0.1514	0.48343999999999876
0	0.172	0.48343999999999876
1	0.152	0.48343999999999876
2	0.1088	0.48343999999999876
3	0.0666	0.48343999999999876
4	0.036	0.48343999999999876
5	0.0202	0.48343999999999876
6	0.0166	0.48343999999999876
7	0.0216	0.48343999999999876
8	0.0168	0.48343999999999876
9	0.0116	0.48343999999999876
10	0.0114	0.48343999999999876
11	0.0072	0.48343999999999876
12	0.0042	0.48343999999999876
13	0.0022	0.48343999999999876
14	0.0012	0.48343999999999876
15	0.0006	0.48343999999999876
16	0.0006	0.48343999999999876
17	0.0012	0.48343999999999876
18	0.0002	0.48343999999999876
