index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	22.309999999998524
1	Lucca	Ponte Preta	Atacante	21.39999999999837
2	Henrique Dourado	Fluminense	Atacante	20.30999999999861
3	Zé Rafael 	Bahia	Meia	19.929999999997786
4	Luan	Grêmio	Atacante	19.479999999999617
5	Gatito Fernández	Botafogo	Goleiro	19.360000000000518
6	Nino Paraíba	Ponte Preta	Lateral	19.330000000001437
7	Diego	Flamengo	Meia	18.050000000001667
8	Dudu	Palmeiras	Atacante	18.009999999999057
9	Hernanes	São Paulo	Meia	17.830000000001412
10	Diego Souza	Sport	Meia	16.199999999998475
11	Thiago Neves	Cruzeiro	Meia	16.149999999999736
12	Borja	Palmeiras	Atacante	15.910000000002
13	Fred	Atlético-MG	Atacante	15.339999999998058
14	Ramiro	Grêmio	Meia	15.330000000001359
15	Lucas Pratto	São Paulo	Atacante	14.960000000000129
16	Rodriguinho	Corinthians	Meia	14.8600000000005
17	Wilson	Coritiba	Goleiro	14.8600000000005
18	Bruno Henrique	Santos	Atacante	14.550000000001369
19	Yerry Mina	Palmeiras	Zagueiro	14.239999999999805
20	Edson	Bahia	Meia	14.040000000000282
21	Clayson	Corinthians	Atacante	14.029999999999177
22	Reinaldo	Chapecoense	Lateral	14.0
23	Jean	Bahia	Goleiro	13.989999999999705
24	Pedro Geromel	Grêmio	Zagueiro	13.910000000001784
25	Jucilei	São Paulo	Meia	13.900000000000638
26	Diogo Barbosa	Cruzeiro	Lateral	13.839999999998225
27	Henrique Almeida	Coritiba	Atacante	13.739999999999608
28	Fernando Prass	Palmeiras	Goleiro	13.730000000001164
29	Régis	Bahia	Meia	13.66999999999869
30	André	Sport	Atacante	13.529999999999188
31	Jean	Palmeiras	Lateral	13.529999999999188
32	Everton	Flamengo	Meia	13.37000000000103
33	Nenê	Vasco	Meia	13.33999999999829
34	Fagner	Corinthians	Lateral	13.220000000000804
35	Alisson	Cruzeiro	Meia	12.819999999999732
36	Wendel	Fluminense	Meia	12.69000000000083
37	Bruno Silva	Botafogo	Meia	12.69000000000083
38	Éverton Ribeiro	Flamengo	Meia	12.669999999998725
39	Victor Luis	Botafogo	Lateral	12.540000000000754
40	Jô	Corinthians	Atacante	12.540000000000754
41	Robinho	Atlético-MG	Atacante	12.5100000000006
42	Gustavo Scarpa	Fluminense	Meia	12.459999999999246
43	Sidcley	Atlético-PR	Lateral	12.459999999999246
44	David Braz	Santos	Zagueiro	12.44999999999889
45	Kannemann	Grêmio	Zagueiro	12.4400000000008
46	Renê Júnior	Bahia	Meia	12.230000000001281
47	Sornoza	Fluminense	Meia	12.230000000001281
48	Cássio	Corinthians	Goleiro	12.220000000000775
49	Ángel Romero	Corinthians	Atacante	12.110000000000483
50	Alejandro Guerra	Palmeiras	Meia	12.029999999999232
51	Elias	Atlético-MG	Meia	11.839999999998515
52	Fábio	Cruzeiro	Goleiro	11.669999999998764
53	Zeca	Santos	Lateral	11.620000000000955
54	Marcos Rocha	Atlético-MG	Lateral	11.59999999999903
55	Ramon	Vasco	Lateral	11.580000000001233
56	Victor	Atlético-MG	Goleiro	11.580000000001233
57	Balbuena	Corinthians	Zagueiro	11.559999999999317
58	Arthur 	Chapecoense	Atacante	11.480000000001157
59	Capa	Avaí	Lateral	11.370000000000918
60	Diego Alves	Flamengo	Goleiro	11.360000000000477
61	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
