index	Jogador	Time	Posicao	preco_cartoleta
0	Henrique Dourado	Fluminense	Atacante	23.830000000001498
1	Luan	Grêmio	Atacante	23.119999999998633
2	Lucca	Ponte Preta	Atacante	22.139999999999475
3	Zé Rafael 	Bahia	Meia	20.699999999998177
4	Nino Paraíba	Ponte Preta	Lateral	20.160000000002313
5	Diego	Flamengo	Meia	19.229999999999666
6	Gatito Fernández	Botafogo	Goleiro	19.19999999999826
7	Vanderlei	Santos	Goleiro	19.05999999999867
8	Thiago Neves	Cruzeiro	Meia	17.990000000000936
9	Borja	Palmeiras	Atacante	17.279999999999113
10	Ramiro	Grêmio	Meia	16.75999999999938
11	Douglas	Vasco	Meia	16.570000000001247
12	Dudu	Palmeiras	Atacante	16.490000000000546
13	Fernando Prass	Palmeiras	Goleiro	16.480000000000288
14	Diego Souza	Sport	Meia	16.339999999997964
15	Lucas Pratto	São Paulo	Atacante	15.889999999999494
16	Clayson	Corinthians	Atacante	15.870000000000134
17	Sornoza	Fluminense	Meia	15.809999999998874
18	Fred	Atlético-MG	Atacante	15.80000000000149
19	Régis	Bahia	Meia	15.669999999998636
20	Jean	Palmeiras	Lateral	15.589999999998033
21	Nenê	Vasco	Meia	15.550000000001466
22	Jucilei	São Paulo	Meia	15.440000000001097
23	Yerry Mina	Palmeiras	Zagueiro	15.150000000000102
24	Alejandro Guerra	Palmeiras	Meia	15.029999999999154
25	Wilson	Coritiba	Goleiro	14.900000000000203
26	Diogo Barbosa	Cruzeiro	Lateral	14.669999999998659
27	Everton	Flamengo	Meia	14.5
28	Luis Fabiano	Vasco	Atacante	14.33000000000133
29	Fábio	Cruzeiro	Goleiro	14.190000000000987
30	Robinho	Atlético-MG	Atacante	14.099999999999456
31	Edson	Bahia	Meia	14.089999999998195
32	Henrique Almeida	Coritiba	Atacante	14.07000000000023
33	Alisson	Cruzeiro	Meia	13.940000000000964
34	Pedro Geromel	Grêmio	Zagueiro	13.779999999999182
35	Cássio	Corinthians	Goleiro	13.589999999998257
36	Wendel	Fluminense	Meia	13.5
37	Fagner	Corinthians	Lateral	13.459999999999429
38	Rodriguinho	Corinthians	Meia	13.430000000000094
39	Leandro Damião	Flamengo	Atacante	13.220000000000804
40	Tomas Bastos	Coritiba	Meia	13.190000000000888
41	Rafael Sobis	Cruzeiro	Atacante	13.029999999999202
42	Bruno Silva	Botafogo	Meia	12.980000000001395
43	Ángel Romero	Corinthians	Atacante	12.790000000000756
44	Sidcley	Atlético-PR	Lateral	12.730000000001358
45	Ábila	Cruzeiro	Atacante	12.660000000001615
46	Gilberto 	Vasco	Lateral	12.419999999998733
47	Victor Luis	Botafogo	Lateral	12.400000000001002
48	Richarlison 	Fluminense	Atacante	12.360000000000486
49	Bruno Henrique	Santos	Atacante	12.330000000001265
50	Júnior Tavares	São Paulo	Lateral	12.309999999999215
51	Gustavo Scarpa	Fluminense	Meia	12.129999999998976
52	Reinaldo	Chapecoense	Lateral	11.989999999999462
53	Renan Ribeiro	São Paulo	Goleiro	11.959999999999251
54	Kadu	Ponte Preta	Zagueiro	11.849999999999019
55	Elias	Atlético-MG	Meia	11.849999999999019
56	Otávio 	Atlético-PR	Meia	11.830000000001244
57	David Braz	Santos	Zagueiro	11.830000000001244
58	Léo Moura	Grêmio	Lateral	11.809999999999281
59	Allione	Bahia	Meia	11.510000000000476
60	Marllon	Ponte Preta	Zagueiro	11.449999999999049
61	Ricardo Oliveira	Santos	Atacante	11.400000000000963
62	Capa	Avaí	Lateral	11.34999999999904
63	Marcos Rocha	Atlético-MG	Lateral	11.33000000000122
64	Fernando Miguel	Vitória	Goleiro	11.300000000000926
65	João Lucas	Ponte Preta	Lateral	11.26000000000044
66	Paolo Guerrero	Flamengo	Atacante	11.12999999999912
67	Geferson	Vitória	Lateral	11.08999999999865
68	Jô	Corinthians	Atacante	11.05000000000088
