index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	22.07000000000268
1	Henrique Dourado	Fluminense	Atacante	22.00999999999828
2	Luan	Grêmio	Atacante	20.86999999999899
3	Lucca	Ponte Preta	Atacante	20.389999999999475
4	Diego	Flamengo	Meia	20.25
5	Zé Rafael 	Bahia	Meia	20.00999999999863
6	Gatito Fernández	Botafogo	Goleiro	19.479999999999617
7	Nino Paraíba	Ponte Preta	Lateral	19.41999999999856
8	Hernanes	São Paulo	Meia	18.30999999999871
9	Thiago Neves	Cruzeiro	Meia	17.36999999999972
10	Dudu	Palmeiras	Atacante	17.11000000000051
11	Diego Souza	Sport	Meia	16.630000000000084
12	Lucas Pratto	São Paulo	Atacante	16.210000000000612
13	Ramiro	Grêmio	Meia	16.05000000000151
14	Fernando Prass	Palmeiras	Goleiro	15.669999999998636
15	Régis	Bahia	Meia	15.490000000000245
16	Edson	Bahia	Meia	15.41000000000195
17	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
18	Clayson	Corinthians	Atacante	14.870000000000458
19	Borja	Palmeiras	Atacante	14.839999999998112
20	Bruno Henrique	Santos	Atacante	14.800000000001393
21	Pedro Geromel	Grêmio	Zagueiro	14.760000000000005
22	Jean	Palmeiras	Lateral	14.48000000000089
23	Fred	Atlético-MG	Atacante	14.25
24	Sornoza	Fluminense	Meia	13.900000000000638
25	Diogo Barbosa	Cruzeiro	Lateral	13.860000000000495
26	Everton	Flamengo	Meia	13.720000000000818
27	Nenê	Vasco	Meia	13.470000000000809
28	Jean	Bahia	Goleiro	13.419999999998696
29	Rodriguinho	Corinthians	Meia	13.400000000000876
30	Alisson	Cruzeiro	Meia	13.360000000000491
31	Henrique Almeida	Coritiba	Atacante	13.300000000001223
32	Alejandro Guerra	Palmeiras	Meia	13.029999999999202
33	Wilson	Coritiba	Goleiro	13.010000000000657
34	Jucilei	São Paulo	Meia	13.0
35	Reinaldo	Chapecoense	Lateral	12.970000000000798
36	Sidcley	Atlético-PR	Lateral	12.86000000000049
37	Fábio	Cruzeiro	Goleiro	12.790000000000756
38	Cássio	Corinthians	Goleiro	12.660000000001615
39	Fagner	Corinthians	Lateral	12.610000000000488
40	Victor Luis	Botafogo	Lateral	12.59999999999899
41	Aranha	Ponte Preta	Goleiro	12.569999999999734
42	Gustavo Scarpa	Fluminense	Meia	12.529999999999216
43	Cueva	São Paulo	Meia	12.5
44	Capa	Avaí	Lateral	12.26999999999871
45	David Braz	Santos	Zagueiro	12.25
46	Patrick	Sport	Meia	12.099999999999008
47	Júnior Tavares	São Paulo	Lateral	12.059999999999247
48	Éverton Ribeiro	Flamengo	Meia	12.050000000001047
49	Jô	Corinthians	Atacante	12.01999999999875
50	Renê Júnior	Bahia	Meia	12.0
51	Ángel Romero	Corinthians	Atacante	11.980000000001242
52	Wendel	Fluminense	Meia	11.940000000000737
53	Robinho	Atlético-MG	Atacante	11.940000000000737
54	Réver	Flamengo	Zagueiro	11.87999999999901
55	Luis Fabiano	Vasco	Atacante	11.819999999999736
56	Marllon	Ponte Preta	Zagueiro	11.809999999999281
57	Elias	Atlético-MG	Meia	11.779999999999239
58	Bruno Silva	Botafogo	Meia	11.690000000000703
59	Rithely	Sport	Meia	11.480000000001157
60	Rafael Sobis	Cruzeiro	Atacante	11.430000000000264
61	Paolo Guerrero	Flamengo	Atacante	11.400000000000963
62	Pablo	Corinthians	Zagueiro	11.400000000000963
63	Tomas Bastos	Coritiba	Meia	11.25
64	Gilberto 	Vasco	Lateral	11.08999999999865
65	Zeca	Santos	Lateral	11.05000000000088
66	Balbuena	Corinthians	Zagueiro	11.0
67	Marcos Rocha	Atlético-MG	Lateral	10.980000000001064
68	Fernandinho	Grêmio	Atacante	10.940000000000591
69	Victor	Atlético-MG	Goleiro	10.819999999999737
70	Anderson Martins	Vasco	Zagueiro	10.800000000000832
71	Bruno Cortez	Grêmio	Lateral	10.790000000000735
72	Fernando Miguel	Vitória	Goleiro	10.739999999999636
73	Kleber	Coritiba	Atacante	10.739999999999636
74	Ricardo Oliveira	Santos	Atacante	10.72000000000072
75	Petros	São Paulo	Meia	10.709999999999267
76	Igor Rabello	Botafogo	Zagueiro	10.650000000000928
77	André	Sport	Atacante	10.650000000000928
78	Geuvânio	Flamengo	Atacante	10.629999999999201
79	Marcos Guilherme 	São Paulo	Meia	10.589999999998751
80	Diego Alves	Flamengo	Goleiro	10.569999999999737
81	Bruno Henrique	Palmeiras	Meia	10.5
82	Arthur 	Chapecoense	Atacante	10.41000000000121
83	Juninho	Bahia	Meia	10.41000000000121
84	Everton	Grêmio	Atacante	10.389999999999533
85	Victor Ferraz	Santos	Lateral	10.389999999999533
86	Roger	Botafogo	Atacante	10.309999999999516
87	Geferson	Vitória	Lateral	10.220000000000699
88	Jean	Vasco	Meia	10.19999999999929
89	Tiago 	Bahia	Zagueiro	10.180000000000263
90	Léo Moura	Grêmio	Lateral	10.110000000000465
91	Matheus Savio	Flamengo	Meia	10.0999999999991
92	Edigar Junio	Bahia	Atacante	10.089999999998861
93	Wallace Reis 	Vitória	Zagueiro	10.05999999999956
94	Edílson	Grêmio	Lateral	10.050000000000678
95	Rodrigo Lindoso	Botafogo	Meia	9.989999999999762
96	Rodrigo	Ponte Preta	Zagueiro	9.940000000000417
97	Allione	Bahia	Meia	9.889999999999539
98	Ramon	Vasco	Lateral	9.87000000000066
99	Kannemann	Grêmio	Zagueiro	9.839999999998923
100	Leandro Silva	Avaí	Lateral	9.839999999998923
