pontuacao	frequencia	media
-14	0.0002	-2.0840800000000095
-13	0.0	-2.0840800000000095
-12	0.0004	-2.0840800000000095
-11	0.0004	-2.0840800000000095
-10	0.002	-2.0840800000000095
-9	0.0032	-2.0840800000000095
-8	0.006	-2.0840800000000095
-7	0.011	-2.0840800000000095
-6	0.0316	-2.0840800000000095
-5	0.0458	-2.0840800000000095
-4	0.0926	-2.0840800000000095
-3	0.108	-2.0840800000000095
-2	0.1818	-2.0840800000000095
-1	0.173	-2.0840800000000095
0	0.1854	-2.0840800000000095
1	0.1184	-2.0840800000000095
2	0.0342	-2.0840800000000095
3	0.0054	-2.0840800000000095
4	0.0004	-2.0840800000000095
