index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	23.889999999999468
1	Henrique Dourado	Fluminense	Atacante	23.52999999999904
2	Gatito Fernández	Botafogo	Goleiro	23.029999999999042
3	Luan	Grêmio	Atacante	22.4900000000018
4	Lucca	Ponte Preta	Atacante	21.610000000000525
5	Diego	Flamengo	Meia	21.080000000001466
6	Nino Paraíba	Ponte Preta	Lateral	20.11999999999912
7	Dudu	Palmeiras	Atacante	19.50999999999873
8	Zé Rafael 	Bahia	Meia	18.92999999999804
9	Ramiro	Grêmio	Meia	17.4199999999986
10	Thiago Neves	Cruzeiro	Meia	17.399999999999338
11	Borja	Palmeiras	Atacante	16.740000000000617
12	Fred	Atlético-MG	Atacante	16.72000000000088
13	Diego Souza	Sport	Meia	16.120000000000058
14	Sornoza	Fluminense	Meia	15.809999999998874
15	Jean	Palmeiras	Lateral	15.589999999998033
16	Jô	Corinthians	Atacante	15.46000000000033
17	Lucas Pratto	São Paulo	Atacante	15.440000000001097
18	Everton	Flamengo	Meia	15.429999999999175
19	Régis	Bahia	Meia	15.349999999999973
20	Clayson	Corinthians	Atacante	15.25
21	Richarlison 	Fluminense	Atacante	14.849999999999776
22	Yerry Mina	Palmeiras	Zagueiro	14.45999999999991
23	Fernando Prass	Palmeiras	Goleiro	14.44000000000101
24	Henrique Almeida	Coritiba	Atacante	14.429999999999602
25	Alejandro Guerra	Palmeiras	Meia	14.33000000000133
26	Wendel	Fluminense	Meia	14.230000000000977
27	Sidcley	Atlético-PR	Lateral	14.209999999999797
28	Diogo Barbosa	Cruzeiro	Lateral	14.190000000000987
29	Alisson	Cruzeiro	Meia	14.120000000000728
30	Edson	Bahia	Meia	14.089999999998195
31	Luis Fabiano	Vasco	Atacante	14.040000000000282
32	Jucilei	São Paulo	Meia	14.019999999998946
33	Elias	Atlético-MG	Meia	13.889999999999505
34	Rodriguinho	Corinthians	Meia	13.839999999998225
35	Pedro Geromel	Grêmio	Zagueiro	13.660000000001752
36	Nenê	Vasco	Meia	13.62999999999908
37	Ángel Romero	Corinthians	Atacante	13.440000000000914
38	Robinho	Atlético-MG	Atacante	13.11000000000049
39	Renê Júnior	Bahia	Meia	13.080000000001291
40	Bruno Silva	Botafogo	Meia	13.040000000000758
41	Lucas Barrios	Grêmio	Atacante	12.989999999999347
42	Júnior Tavares	São Paulo	Lateral	12.739999999999375
43	Rithely	Sport	Meia	12.629999999998914
44	Rodrigo Lindoso	Botafogo	Meia	12.529999999999216
45	Kleber	Coritiba	Atacante	12.459999999999246
46	Tomas Bastos	Coritiba	Meia	12.4400000000008
47	Victor Luis	Botafogo	Lateral	12.360000000000486
48	Gustavo Scarpa	Fluminense	Meia	12.349999999999
49	Wilson	Coritiba	Goleiro	12.319999999999734
50	Éverton Ribeiro	Flamengo	Meia	12.290000000000752
51	Ábila	Cruzeiro	Atacante	12.220000000000775
52	Pablo	Corinthians	Zagueiro	12.089999999998474
53	Cássio	Corinthians	Goleiro	12.01999999999875
54	Otávio 	Atlético-PR	Meia	11.989999999999462
55	Fábio	Cruzeiro	Goleiro	11.86000000000048
56	Marllon	Ponte Preta	Zagueiro	11.839999999998515
57	Capa	Avaí	Lateral	11.819999999999736
58	Léo Moura	Grêmio	Lateral	11.809999999999281
59	Reinaldo	Chapecoense	Lateral	11.769999999998792
60	Kadu	Ponte Preta	Zagueiro	11.650000000000974
61	Paolo Guerrero	Flamengo	Atacante	11.59999999999903
62	Victor	Atlético-MG	Goleiro	11.569999999999736
63	Gilberto 	Vasco	Lateral	11.519999999998836
64	David Braz	Santos	Zagueiro	11.5
65	Zeca	Santos	Lateral	11.449999999999049
66	Ricardo Oliveira	Santos	Atacante	11.400000000000963
67	Igor Rabello	Botafogo	Zagueiro	11.400000000000963
68	Fagner	Corinthians	Lateral	11.389999999999523
69	João Lucas	Ponte Preta	Lateral	11.26000000000044
70	Bruno Henrique	Santos	Atacante	11.180000000000263
71	Leandro Damião	Flamengo	Atacante	11.029999999999266
72	Guilherme Arana	Corinthians	Lateral	11.0
73	Matheus Savio	Flamengo	Meia	10.989999999999599
74	Everton	Grêmio	Atacante	10.97000000000073
75	Pedro Rocha	Grêmio	Atacante	10.919999999998797
76	Allione	Bahia	Meia	10.90000000000094
77	Yago Pikachu	Vasco	Lateral	10.849999999999064
78	Arthur 	Chapecoense	Atacante	10.8399999999987
79	Jean	Bahia	Goleiro	10.760000000000367
80	Geferson	Vitória	Lateral	10.760000000000367
81	Réver	Flamengo	Zagueiro	10.739999999999636
82	Miller Bolaños	Grêmio	Atacante	10.620000000000797
83	Aranha	Ponte Preta	Goleiro	10.599999999999074
84	Juninho	Bahia	Meia	10.569999999999737
85	Kannemann	Grêmio	Zagueiro	10.559999999999471
86	Patrick	Sport	Meia	10.529999999999287
87	Guilherme	Atlético-PR	Meia	10.33000000000117
88	Joel Carli	Botafogo	Zagueiro	10.309999999999516
89	Edílson	Grêmio	Lateral	10.269999999999083
90	Bruno Cortez	Grêmio	Lateral	10.260000000000286
91	Neto Berola	Coritiba	Atacante	10.160000000001153
92	Balbuena	Corinthians	Zagueiro	10.160000000001153
93	Fernandinho	Grêmio	Atacante	10.160000000001153
94	Rafael Sobis	Cruzeiro	Atacante	10.12999999999929
95	Rodinei	Flamengo	Lateral	10.010000000000241
96	Juninho	Palmeiras	Zagueiro	9.98000000000085
97	Maicon	São Paulo	Zagueiro	9.900000000000889
98	Wellington Paulista	Chapecoense	Atacante	9.849999999999115
99	Victor Ferraz	Santos	Lateral	9.760000000000195
100	Roger	Botafogo	Atacante	9.75
101	Tiago 	Bahia	Zagueiro	9.75
102	Jadson	Corinthians	Meia	9.699999999999404
103	André	Sport	Atacante	9.639999999999542
104	Jean	Vasco	Meia	9.629999999999388
105	Michel 	Grêmio	Meia	9.540000000000717
106	Kieza	Vitória	Atacante	9.529999999999335
107	Edigar Junio	Bahia	Atacante	9.519999999999264
108	Cueva	São Paulo	Meia	9.400000000000858
109	Marcos Rocha	Atlético-MG	Lateral	9.349999999999145
110	Arrascaeta	Cruzeiro	Meia	9.339999999999053
111	Bruno Henrique	Palmeiras	Meia	9.339999999999053
112	Marquinhos Gabriel	Corinthians	Meia	9.339999999999053
113	Willian Farias	Vitória	Meia	9.330000000001109
114	Romulo	Avaí	Atacante	9.319999999999741
115	Vitor Bueno	Santos	Meia	9.290000000000713
116	Orejuela	Fluminense	Meia	9.25
117	Jonathan	Atlético-PR	Lateral	9.239999999999908
118	Renan Ribeiro	São Paulo	Goleiro	9.199999999999529
119	Cazares	Atlético-MG	Meia	9.19000000000026
120	Fernando Miguel	Vitória	Goleiro	9.180000000000257
121	Wellington Silva	Fluminense	Atacante	9.160000000000897
122	Jefferson	Botafogo	Goleiro	9.13999999999955
123	Rildo	Coritiba	Atacante	9.129999999999502
124	Geuvânio	Flamengo	Atacante	9.120000000000498
125	Felipe Santana	Atlético-MG	Zagueiro	9.11000000000045
126	Márcio Araújo	Flamengo	Meia	9.099999999999161
127	Luiz Antonio 	Chapecoense	Meia	9.069999999999743
128	Fagner Alemão	Avaí	Lateral	8.989999999999963
129	Petros	São Paulo	Meia	8.989999999999963
130	Thiago Maia	Santos	Meia	8.980000000000588
131	Arthur	Grêmio	Meia	8.930000000000257
132	Leonardo Silva	Atlético-MG	Zagueiro	8.930000000000257
133	Pará	Flamengo	Lateral	8.930000000000257
134	Léo	Cruzeiro	Zagueiro	8.910000000000824
135	Arnaldo	Botafogo	Lateral	8.900000000000825
136	Dedé	Cruzeiro	Zagueiro	8.860000000000449
137	Fernando Bob	Ponte Preta	Meia	8.849999999999179
138	Dodô	Coritiba	Lateral	8.830000000001073
139	Gabriel	Atlético-MG	Zagueiro	8.759999999999986
