index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	23.410000000002476
1	Henrique Dourado	Fluminense	Atacante	22.25999999999824
2	Zé Rafael 	Bahia	Meia	20.66999999999854
3	Hernanes	São Paulo	Meia	19.75999999999868
4	Lucca	Ponte Preta	Atacante	19.57000000000213
5	Gatito Fernández	Botafogo	Goleiro	19.35000000000118
6	Dudu	Palmeiras	Atacante	19.220000000000915
7	Luan	Grêmio	Atacante	19.210000000001518
8	Nino Paraíba	Ponte Preta	Lateral	18.889999999999482
9	Diego	Flamengo	Meia	18.490000000001054
10	Thiago Neves	Cruzeiro	Meia	18.210000000001248
11	Diego Souza	Sport	Meia	16.269999999999655
12	Borja	Palmeiras	Atacante	15.87999999999987
13	Lucas Pratto	São Paulo	Atacante	15.529999999999141
14	Ramiro	Grêmio	Meia	15.139999999999496
15	Edson	Bahia	Meia	15.070000000000679
16	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
17	Robinho	Atlético-MG	Atacante	14.8899999999995
18	Bruno Henrique	Santos	Atacante	14.800000000001393
19	Reinaldo	Chapecoense	Lateral	14.769999999999206
20	Clayson	Corinthians	Atacante	14.699999999998617
21	Jean	Palmeiras	Lateral	14.48000000000089
22	Fred	Atlético-MG	Atacante	14.449999999998644
23	Régis	Bahia	Meia	14.139999999999503
24	Sornoza	Fluminense	Meia	14.099999999999456
25	Fernando Prass	Palmeiras	Goleiro	14.07000000000023
26	Rodriguinho	Corinthians	Meia	13.989999999999705
27	Jucilei	São Paulo	Meia	13.980000000001068
28	Wilson	Coritiba	Goleiro	13.889999999999505
29	Pedro Geromel	Grêmio	Zagueiro	13.849999999999339
30	Everton	Flamengo	Meia	13.599999999999223
31	Henrique Almeida	Coritiba	Atacante	13.580000000001307
32	Victor Luis	Botafogo	Lateral	13.379999999998976
33	Jô	Corinthians	Atacante	13.3099999999991
34	Diogo Barbosa	Cruzeiro	Lateral	13.23000000000136
35	Alisson	Cruzeiro	Meia	13.129999999998867
36	Alejandro Guerra	Palmeiras	Meia	13.029999999999202
37	Sidcley	Atlético-PR	Lateral	12.790000000000756
38	Victor	Atlético-MG	Goleiro	12.709999999999244
39	Cássio	Corinthians	Goleiro	12.639999999999512
40	Gustavo Scarpa	Fluminense	Meia	12.519999999998673
41	Renê Júnior	Bahia	Meia	12.330000000001265
42	Fagner	Corinthians	Lateral	12.300000000001086
43	Wendel	Fluminense	Meia	12.26999999999871
44	Nenê	Vasco	Meia	12.220000000000775
45	Arthur 	Chapecoense	Atacante	12.220000000000775
46	Marcos Rocha	Atlético-MG	Lateral	12.069999999999734
47	Éverton Ribeiro	Flamengo	Meia	12.040000000000749
48	Bruno Silva	Botafogo	Meia	11.980000000001242
49	David Braz	Santos	Zagueiro	11.980000000001242
50	Igor Rabello	Botafogo	Zagueiro	11.870000000000989
51	Luis Fabiano	Vasco	Atacante	11.819999999999736
52	Ricardo Oliveira	Santos	Atacante	11.809999999999281
53	Fábio	Cruzeiro	Goleiro	11.690000000000703
54	Zeca	Santos	Lateral	11.620000000000955
55	Ángel Romero	Corinthians	Atacante	11.620000000000955
56	Capa	Avaí	Lateral	11.489999999999528
57	Fernandinho	Grêmio	Atacante	11.41000000000141
58	Cueva	São Paulo	Meia	11.41000000000141
59	Pablo	Corinthians	Zagueiro	11.400000000000963
60	Réver	Flamengo	Zagueiro	11.400000000000963
61	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
62	Edílson	Grêmio	Lateral	11.309999999999352
63	Marllon	Ponte Preta	Zagueiro	11.300000000000926
64	Jean	Bahia	Goleiro	11.25
65	Tomas Bastos	Coritiba	Meia	11.25
66	Júnior Tavares	São Paulo	Lateral	11.150000000000952
67	Gilberto 	Vasco	Lateral	11.08999999999865
68	Aranha	Ponte Preta	Goleiro	11.019999999998927
69	Balbuena	Corinthians	Zagueiro	11.0
70	Moisés	Palmeiras	Meia	10.989999999999599
71	Petros	São Paulo	Meia	10.959999999999262
72	Bruno Cortez	Grêmio	Lateral	10.959999999999262
73	Rodrigo Caio	São Paulo	Zagueiro	10.949999999999138
74	Kannemann	Grêmio	Zagueiro	10.90000000000094
75	Wellington Paulista	Chapecoense	Atacante	10.80999999999943
76	Patrick	Sport	Meia	10.790000000000735
77	Jean	Vasco	Meia	10.769999999998976
78	Everton	Grêmio	Atacante	10.739999999999636
79	Fernando Miguel	Vitória	Goleiro	10.739999999999636
80	Kleber	Coritiba	Atacante	10.739999999999636
81	Rildo	Coritiba	Atacante	10.580000000001185
82	Elias	Atlético-MG	Meia	10.559999999999471
83	Rithely	Sport	Meia	10.550000000000784
84	Arthur	Grêmio	Meia	10.540000000000733
85	Ramon	Vasco	Lateral	10.489999999999677
86	Juninho	Bahia	Meia	10.41000000000121
87	Victor Ferraz	Santos	Lateral	10.389999999999533
88	Edigar Junio	Bahia	Atacante	10.309999999999516
89	Roger	Botafogo	Atacante	10.309999999999516
90	Guilherme Arana	Corinthians	Lateral	10.300000000000733
91	Tiago 	Bahia	Zagueiro	10.2799999999993
92	André	Sport	Atacante	10.25
93	Geferson	Vitória	Lateral	10.220000000000699
94	Rodrigo Lindoso	Botafogo	Meia	10.150000000000903
95	Matheus Savio	Flamengo	Meia	10.0999999999991
96	Guilherme	Atlético-PR	Meia	10.080000000001156
97	Willian Arão	Flamengo	Meia	10.02999999999931
98	Júnior Dutra	Avaí	Atacante	10.019999999999142
99	Michel 	Grêmio	Meia	9.959999999999276
100	Wallace Reis 	Vitória	Zagueiro	9.959999999999276
101	Marcos Guilherme 	São Paulo	Meia	9.949999999999346
102	Anderson Martins	Vasco	Zagueiro	9.87999999999934
103	Léo Moura	Grêmio	Lateral	9.860000000000461
104	Arnaldo	Botafogo	Lateral	9.779999999999323
105	Allione	Bahia	Meia	9.760000000000195
106	Fagner Alemão	Avaí	Lateral	9.739999999999808
107	Romulo	Avaí	Atacante	9.639999999999542
108	Jefferson	Botafogo	Goleiro	9.569999999999741
109	Cazares	Atlético-MG	Meia	9.489999999999856
110	Rodinei	Flamengo	Lateral	9.430000000000259
111	Rafael Sobis	Cruzeiro	Atacante	9.410000000000966
112	Willian Farias	Vitória	Meia	9.330000000001109
