index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	24.580000000001505
1	Henrique Dourado	Fluminense	Atacante	22.679999999997207
2	Gatito Fernández	Botafogo	Goleiro	21.57000000000258
3	Lucca	Ponte Preta	Atacante	21.339999999997623
4	Zé Rafael 	Bahia	Meia	21.110000000000525
5	Luan	Grêmio	Atacante	20.86999999999899
6	Diego	Flamengo	Meia	20.169999999998552
7	Nino Paraíba	Ponte Preta	Lateral	19.850000000001298
8	Hernanes	São Paulo	Meia	18.85000000000106
9	Thiago Neves	Cruzeiro	Meia	17.050000000001596
10	Fernando Prass	Palmeiras	Goleiro	15.769999999999515
11	Lucas Pratto	São Paulo	Atacante	15.550000000001466
12	Dudu	Palmeiras	Atacante	15.449999999998543
13	Ramiro	Grêmio	Meia	15.389999999999496
14	Borja	Palmeiras	Atacante	15.230000000000645
15	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
16	Diego Souza	Sport	Meia	14.940000000001056
17	Régis	Bahia	Meia	14.910000000001897
18	Edson	Bahia	Meia	14.58000000000134
19	Wendel	Fluminense	Meia	14.550000000001369
20	Fábio	Cruzeiro	Goleiro	14.51999999999912
21	Wilson	Coritiba	Goleiro	14.5
22	Rodriguinho	Corinthians	Meia	14.379999999999368
23	Jean	Palmeiras	Lateral	14.209999999999797
24	Bruno Henrique	Santos	Atacante	14.190000000000987
25	Clayson	Corinthians	Atacante	13.820000000000105
26	Henrique Almeida	Coritiba	Atacante	13.790000000000404
27	Pedro Geromel	Grêmio	Zagueiro	13.739999999999608
28	Alejandro Guerra	Palmeiras	Meia	13.48000000000126
29	Éverton Ribeiro	Flamengo	Meia	13.379999999998976
30	Cássio	Corinthians	Goleiro	13.330000000001299
31	Sidcley	Atlético-PR	Lateral	13.260000000000597
32	Alisson	Cruzeiro	Meia	13.239999999999394
33	Everton	Flamengo	Meia	13.23000000000136
34	Bruno Silva	Botafogo	Meia	13.220000000000804
35	Jucilei	São Paulo	Meia	13.13999999999951
36	Fred	Atlético-MG	Atacante	12.849999999998982
37	Victor Luis	Botafogo	Lateral	12.739999999999375
38	Sornoza	Fluminense	Meia	12.72000000000079
39	Fagner	Corinthians	Lateral	12.59999999999899
40	Nenê	Vasco	Meia	12.459999999999246
41	Elias	Atlético-MG	Meia	12.419999999998733
42	Roger	Botafogo	Atacante	12.370000000001054
43	Victor	Atlético-MG	Goleiro	12.330000000001265
44	Renê Júnior	Bahia	Meia	12.220000000000775
45	Júnior Tavares	São Paulo	Lateral	12.180000000000266
46	Reinaldo	Chapecoense	Lateral	12.099999999999008
47	Igor Rabello	Botafogo	Zagueiro	12.069999999999734
48	Fernandinho	Grêmio	Atacante	12.01999999999875
49	Capa	Avaí	Lateral	11.989999999999462
50	Jean	Bahia	Goleiro	11.949999999998969
51	Marllon	Ponte Preta	Zagueiro	11.940000000000737
