index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	21.320000000002526
1	Zé Rafael 	Bahia	Meia	21.03999999999806
2	Nino Paraíba	Ponte Preta	Lateral	20.75
3	Henrique Dourado	Fluminense	Atacante	20.74000000000151
4	Hernanes	São Paulo	Meia	20.61999999999903
5	Lucca	Ponte Preta	Atacante	20.570000000002363
6	Gatito Fernández	Botafogo	Goleiro	19.86000000000052
7	Diego	Flamengo	Meia	19.360000000000518
8	Luan	Grêmio	Atacante	19.210000000001518
9	Borja	Palmeiras	Atacante	17.50999999999918
10	Diego Souza	Sport	Meia	16.92999999999863
11	Dudu	Palmeiras	Atacante	16.63999999999949
12	Thiago Neves	Cruzeiro	Meia	16.580000000001384
13	Wilson	Coritiba	Goleiro	16.019999999999587
14	Ramiro	Grêmio	Meia	15.139999999999496
15	Edson	Bahia	Meia	15.070000000000679
16	Aranha	Ponte Preta	Goleiro	15.070000000000679
17	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
18	Henrique Almeida	Coritiba	Atacante	14.87999999999955
19	Lucas Pratto	São Paulo	Atacante	14.559999999998979
20	Régis	Bahia	Meia	14.25
21	Jean	Palmeiras	Lateral	14.230000000000977
22	Fernando Prass	Palmeiras	Goleiro	13.970000000000823
23	Bruno Silva	Botafogo	Meia	13.910000000001784
24	Clayson	Corinthians	Atacante	13.860000000000495
25	Pedro Geromel	Grêmio	Zagueiro	13.849999999999339
26	Fred	Atlético-MG	Atacante	13.809999999999048
27	Rodriguinho	Corinthians	Meia	13.760000000000383
28	Gustavo Scarpa	Fluminense	Meia	13.66999999999869
29	Sidcley	Atlético-PR	Lateral	13.470000000000809
30	Fábio	Cruzeiro	Goleiro	13.379999999998976
31	Everton	Flamengo	Meia	13.190000000000888
32	Alisson	Cruzeiro	Meia	13.129999999998867
33	Reinaldo	Chapecoense	Lateral	13.089999999998323
34	Victor Luis	Botafogo	Lateral	13.050000000001193
35	Alejandro Guerra	Palmeiras	Meia	13.029999999999202
36	Sornoza	Fluminense	Meia	12.809999999999157
37	Everton	Grêmio	Atacante	12.760000000000629
38	Fagner	Corinthians	Lateral	12.72000000000079
39	Cássio	Corinthians	Goleiro	12.72000000000079
