pontuacao	frequencia	media
-23	0.0002	-1.0977799999999984
-22	0.0	-1.0977799999999984
-21	0.0	-1.0977799999999984
-20	0.0	-1.0977799999999984
-19	0.0	-1.0977799999999984
-18	0.0002	-1.0977799999999984
-17	0.0002	-1.0977799999999984
-16	0.0002	-1.0977799999999984
-15	0.0002	-1.0977799999999984
-14	0.0004	-1.0977799999999984
-13	0.0006	-1.0977799999999984
-12	0.0002	-1.0977799999999984
-11	0.0014	-1.0977799999999984
-10	0.0024	-1.0977799999999984
-9	0.003	-1.0977799999999984
-8	0.0098	-1.0977799999999984
-7	0.0178	-1.0977799999999984
-6	0.027	-1.0977799999999984
-5	0.0348	-1.0977799999999984
-4	0.0422	-1.0977799999999984
-3	0.0586	-1.0977799999999984
-2	0.1098	-1.0977799999999984
-1	0.179	-1.0977799999999984
0	0.1686	-1.0977799999999984
1	0.143	-1.0977799999999984
2	0.0976	-1.0977799999999984
3	0.0536	-1.0977799999999984
4	0.0248	-1.0977799999999984
5	0.0136	-1.0977799999999984
6	0.007	-1.0977799999999984
7	0.0032	-1.0977799999999984
8	0.0004	-1.0977799999999984
9	0.0	-1.0977799999999984
