pontuacao	frequencia	media
-10	0.0002	4.014819999999986
-9	0.0002	4.014819999999986
-8	0.0004	4.014819999999986
-7	0.0004	4.014819999999986
-6	0.0024	4.014819999999986
-5	0.0038	4.014819999999986
-4	0.011	4.014819999999986
-3	0.026	4.014819999999986
-2	0.0436	4.014819999999986
-1	0.0646	4.014819999999986
0	0.0894	4.014819999999986
1	0.0998	4.014819999999986
2	0.1016	4.014819999999986
3	0.0834	4.014819999999986
4	0.066	4.014819999999986
5	0.0584	4.014819999999986
6	0.0532	4.014819999999986
7	0.047	4.014819999999986
8	0.037	4.014819999999986
9	0.0402	4.014819999999986
10	0.037	4.014819999999986
11	0.0232	4.014819999999986
12	0.0238	4.014819999999986
13	0.0182	4.014819999999986
14	0.0128	4.014819999999986
15	0.0122	4.014819999999986
16	0.0102	4.014819999999986
17	0.0082	4.014819999999986
18	0.005	4.014819999999986
19	0.0038	4.014819999999986
20	0.0044	4.014819999999986
21	0.0026	4.014819999999986
22	0.0034	4.014819999999986
23	0.0006	4.014819999999986
24	0.0006	4.014819999999986
25	0.0016	4.014819999999986
26	0.001	4.014819999999986
27	0.0004	4.014819999999986
28	0.0006	4.014819999999986
29	0.0002	4.014819999999986
30	0.0004	4.014819999999986
31	0.0006	4.014819999999986
32	0.0002	4.014819999999986
33	0.0002	4.014819999999986
34	0.0	4.014819999999986
35	0.0	4.014819999999986
36	0.0	4.014819999999986
37	0.0	4.014819999999986
