pontuacao	frequencia	media
-11	0.0002	-1.0508400000000275
-10	0.0002	-1.0508400000000275
-9	0.0002	-1.0508400000000275
-8	0.0006	-1.0508400000000275
-7	0.002	-1.0508400000000275
-6	0.0058	-1.0508400000000275
-5	0.0162	-1.0508400000000275
-4	0.0402	-1.0508400000000275
-3	0.0692	-1.0508400000000275
-2	0.1612	-1.0508400000000275
-1	0.164	-1.0508400000000275
0	0.293	-1.0508400000000275
1	0.1454	-1.0508400000000275
2	0.0718	-1.0508400000000275
3	0.021	-1.0508400000000275
4	0.0074	-1.0508400000000275
5	0.0014	-1.0508400000000275
6	0.0	-1.0508400000000275
