pontuacao	frequencia	media
-7	0.0004	4.702079999999991
-6	0.0002	4.702079999999991
-5	0.0018	4.702079999999991
-4	0.0024	4.702079999999991
-3	0.0084	4.702079999999991
-2	0.0212	4.702079999999991
-1	0.044	4.702079999999991
0	0.0692	4.702079999999991
1	0.095	4.702079999999991
2	0.0972	4.702079999999991
3	0.0932	4.702079999999991
4	0.0882	4.702079999999991
5	0.0784	4.702079999999991
6	0.062	4.702079999999991
7	0.0616	4.702079999999991
8	0.0544	4.702079999999991
9	0.0426	4.702079999999991
10	0.0396	4.702079999999991
11	0.0332	4.702079999999991
12	0.0234	4.702079999999991
13	0.0212	4.702079999999991
14	0.0168	4.702079999999991
15	0.0108	4.702079999999991
16	0.0082	4.702079999999991
17	0.0078	4.702079999999991
18	0.0052	4.702079999999991
19	0.0044	4.702079999999991
20	0.0032	4.702079999999991
21	0.0024	4.702079999999991
22	0.001	4.702079999999991
23	0.0004	4.702079999999991
24	0.0008	4.702079999999991
25	0.0006	4.702079999999991
26	0.0	4.702079999999991
27	0.0002	4.702079999999991
28	0.0004	4.702079999999991
29	0.0	4.702079999999991
