pontuacao	frequencia	media
-7	0.0004	5.5800200000000215
-6	0.0012	5.5800200000000215
-5	0.0016	5.5800200000000215
-4	0.0048	5.5800200000000215
-3	0.0092	5.5800200000000215
-2	0.0154	5.5800200000000215
-1	0.0348	5.5800200000000215
0	0.0492	5.5800200000000215
1	0.06	5.5800200000000215
2	0.0706	5.5800200000000215
3	0.087	5.5800200000000215
4	0.082	5.5800200000000215
5	0.0792	5.5800200000000215
6	0.0822	5.5800200000000215
7	0.0778	5.5800200000000215
8	0.06	5.5800200000000215
9	0.0628	5.5800200000000215
10	0.0504	5.5800200000000215
11	0.0416	5.5800200000000215
12	0.0322	5.5800200000000215
13	0.0232	5.5800200000000215
14	0.0174	5.5800200000000215
15	0.0134	5.5800200000000215
16	0.0128	5.5800200000000215
17	0.0086	5.5800200000000215
18	0.0056	5.5800200000000215
19	0.0066	5.5800200000000215
20	0.0038	5.5800200000000215
21	0.0018	5.5800200000000215
22	0.0012	5.5800200000000215
23	0.0004	5.5800200000000215
24	0.0006	5.5800200000000215
25	0.0012	5.5800200000000215
26	0.0002	5.5800200000000215
27	0.0006	5.5800200000000215
28	0.0	5.5800200000000215
29	0.0	5.5800200000000215
30	0.0	5.5800200000000215
31	0.0	5.5800200000000215
