pontuacao	frequencia	media
-15	0.0002	-1.7457800000000072
-14	0.0	-1.7457800000000072
-13	0.0006	-1.7457800000000072
-12	0.0002	-1.7457800000000072
-11	0.0032	-1.7457800000000072
-10	0.0054	-1.7457800000000072
-9	0.0094	-1.7457800000000072
-8	0.015	-1.7457800000000072
-7	0.0238	-1.7457800000000072
-6	0.0404	-1.7457800000000072
-5	0.0614	-1.7457800000000072
-4	0.0844	-1.7457800000000072
-3	0.1004	-1.7457800000000072
-2	0.1154	-1.7457800000000072
-1	0.133	-1.7457800000000072
0	0.116	-1.7457800000000072
1	0.0964	-1.7457800000000072
2	0.077	-1.7457800000000072
3	0.0508	-1.7457800000000072
4	0.0332	-1.7457800000000072
5	0.021	-1.7457800000000072
6	0.006	-1.7457800000000072
7	0.0032	-1.7457800000000072
8	0.0022	-1.7457800000000072
9	0.001	-1.7457800000000072
