pontuacao	frequencia	media
-8	0.0002	1.857859999999989
-7	0.0002	1.857859999999989
-6	0.0	1.857859999999989
-5	0.0034	1.857859999999989
-4	0.0074	1.857859999999989
-3	0.0176	1.857859999999989
-2	0.0508	1.857859999999989
-1	0.1074	1.857859999999989
0	0.2186	1.857859999999989
1	0.1618	1.857859999999989
2	0.1234	1.857859999999989
3	0.068	1.857859999999989
4	0.0354	1.857859999999989
5	0.0206	1.857859999999989
6	0.0162	1.857859999999989
7	0.0252	1.857859999999989
8	0.0412	1.857859999999989
9	0.0344	1.857859999999989
10	0.0256	1.857859999999989
11	0.0128	1.857859999999989
12	0.0076	1.857859999999989
13	0.0024	1.857859999999989
14	0.002	1.857859999999989
15	0.0028	1.857859999999989
16	0.0042	1.857859999999989
17	0.003	1.857859999999989
18	0.0038	1.857859999999989
19	0.0008	1.857859999999989
20	0.0008	1.857859999999989
21	0.0006	1.857859999999989
22	0.0002	1.857859999999989
23	0.0	1.857859999999989
24	0.0006	1.857859999999989
25	0.0002	1.857859999999989
26	0.0002	1.857859999999989
27	0.0002	1.857859999999989
28	0.0002	1.857859999999989
29	0.0	1.857859999999989
30	0.0	1.857859999999989
31	0.0	1.857859999999989
32	0.0	1.857859999999989
33	0.0	1.857859999999989
