pontuacao	frequencia	media
-8	0.0012	1.1814999999999958
-7	0.0012	1.1814999999999958
-6	0.002	1.1814999999999958
-5	0.0066	1.1814999999999958
-4	0.0134	1.1814999999999958
-3	0.0302	1.1814999999999958
-2	0.0578	1.1814999999999958
-1	0.0916	1.1814999999999958
0	0.1412	1.1814999999999958
1	0.15	1.1814999999999958
2	0.1384	1.1814999999999958
3	0.128	1.1814999999999958
4	0.0968	1.1814999999999958
5	0.0638	1.1814999999999958
6	0.0354	1.1814999999999958
7	0.0204	1.1814999999999958
8	0.0126	1.1814999999999958
9	0.0052	1.1814999999999958
10	0.0024	1.1814999999999958
11	0.001	1.1814999999999958
