pontuacao	frequencia	media
-13	0.0002	3.161379999999987
-12	0.0004	3.161379999999987
-11	0.0006	3.161379999999987
-10	0.0016	3.161379999999987
-9	0.0018	3.161379999999987
-8	0.0026	3.161379999999987
-7	0.0022	3.161379999999987
-6	0.0054	3.161379999999987
-5	0.0088	3.161379999999987
-4	0.0134	3.161379999999987
-3	0.0214	3.161379999999987
-2	0.0336	3.161379999999987
-1	0.0548	3.161379999999987
0	0.0756	3.161379999999987
1	0.099	3.161379999999987
2	0.105	3.161379999999987
3	0.1126	3.161379999999987
4	0.1046	3.161379999999987
5	0.0842	3.161379999999987
6	0.0614	3.161379999999987
7	0.0474	3.161379999999987
8	0.0344	3.161379999999987
9	0.0306	3.161379999999987
10	0.0228	3.161379999999987
11	0.0182	3.161379999999987
12	0.0172	3.161379999999987
13	0.0106	3.161379999999987
14	0.0084	3.161379999999987
15	0.0048	3.161379999999987
16	0.0038	3.161379999999987
17	0.004	3.161379999999987
18	0.0024	3.161379999999987
19	0.0022	3.161379999999987
20	0.001	3.161379999999987
21	0.0016	3.161379999999987
22	0.0004	3.161379999999987
23	0.0004	3.161379999999987
24	0.0	3.161379999999987
25	0.0	3.161379999999987
26	0.0004	3.161379999999987
27	0.0	3.161379999999987
28	0.0	3.161379999999987
