pontuacao	frequencia	media
-4	0.001	1.392340000000001
-3	0.0066	1.392340000000001
-2	0.0476	1.392340000000001
-1	0.1308	1.392340000000001
0	0.1994	1.392340000000001
1	0.166	1.392340000000001
2	0.1258	1.392340000000001
3	0.0858	1.392340000000001
4	0.0634	1.392340000000001
5	0.058	1.392340000000001
6	0.045	1.392340000000001
7	0.0244	1.392340000000001
8	0.0156	1.392340000000001
9	0.013	1.392340000000001
10	0.0054	1.392340000000001
11	0.0058	1.392340000000001
12	0.0026	1.392340000000001
13	0.0016	1.392340000000001
14	0.001	1.392340000000001
15	0.0002	1.392340000000001
16	0.0002	1.392340000000001
17	0.0004	1.392340000000001
18	0.0002	1.392340000000001
