pontuacao	frequencia	media
-11	0.0002	0.5535199999999991
-10	0.0	0.5535199999999991
-9	0.0006	0.5535199999999991
-8	0.0042	0.5535199999999991
-7	0.0064	0.5535199999999991
-6	0.0136	0.5535199999999991
-5	0.026	0.5535199999999991
-4	0.0512	0.5535199999999991
-3	0.0878	0.5535199999999991
-2	0.1178	0.5535199999999991
-1	0.1246	0.5535199999999991
0	0.0926	0.5535199999999991
1	0.072	0.5535199999999991
2	0.0646	0.5535199999999991
3	0.0744	0.5535199999999991
4	0.0708	0.5535199999999991
5	0.0552	0.5535199999999991
6	0.0376	0.5535199999999991
7	0.0284	0.5535199999999991
8	0.0206	0.5535199999999991
9	0.0174	0.5535199999999991
10	0.011	0.5535199999999991
11	0.0082	0.5535199999999991
12	0.0044	0.5535199999999991
13	0.0028	0.5535199999999991
14	0.003	0.5535199999999991
15	0.002	0.5535199999999991
16	0.0012	0.5535199999999991
17	0.0006	0.5535199999999991
18	0.0	0.5535199999999991
19	0.0002	0.5535199999999991
20	0.0004	0.5535199999999991
21	0.0	0.5535199999999991
22	0.0	0.5535199999999991
23	0.0	0.5535199999999991
24	0.0	0.5535199999999991
