index	Jogador	Time	Posicao	preco_cartoleta
0	Henrique Dourado	Fluminense	Atacante	23.429999999997072
1	Gatito Fernández	Botafogo	Goleiro	22.88999999999947
2	Vanderlei	Santos	Goleiro	22.86999999999867
3	Luan	Grêmio	Atacante	20.86999999999899
4	Lucca	Ponte Preta	Atacante	20.160000000002313
5	Nino Paraíba	Ponte Preta	Lateral	19.970000000000926
6	Zé Rafael 	Bahia	Meia	19.009999999998833
7	Diego	Flamengo	Meia	18.529999999999095
8	Thiago Neves	Cruzeiro	Meia	18.119999999999536
9	Hernanes	São Paulo	Meia	16.92999999999863
10	Dudu	Palmeiras	Atacante	16.88999999999949
11	Sornoza	Fluminense	Meia	15.809999999998874
12	Ramiro	Grêmio	Meia	15.730000000000498
13	Régis	Bahia	Meia	15.449999999998543
14	Diego Souza	Sport	Meia	15.370000000000289
15	Borja	Palmeiras	Atacante	15.230000000000645
16	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
17	Fernando Prass	Palmeiras	Goleiro	14.900000000000203
18	Clayson	Corinthians	Atacante	14.839999999998112
19	Henrique Almeida	Coritiba	Atacante	14.139999999999503
20	Rodriguinho	Corinthians	Meia	14.139999999999503
21	Wilson	Coritiba	Goleiro	14.089999999998195
22	Gustavo Scarpa	Fluminense	Meia	14.0
23	Alisson	Cruzeiro	Meia	14.0
24	Sidcley	Atlético-PR	Lateral	13.919999999998682
25	Edson	Bahia	Meia	13.900000000000638
26	Everton	Flamengo	Meia	13.87999999999918
27	Fred	Atlético-MG	Atacante	13.860000000000495
28	Lucas Pratto	São Paulo	Atacante	13.839999999998225
29	Jean	Palmeiras	Lateral	13.790000000000404
30	Pedro Geromel	Grêmio	Zagueiro	13.739999999999608
31	Reinaldo	Chapecoense	Lateral	13.209999999999296
32	Alejandro Guerra	Palmeiras	Meia	13.160000000001686
33	Jucilei	São Paulo	Meia	13.089999999998323
34	Fábio	Cruzeiro	Goleiro	12.910000000001652
35	Victor Luis	Botafogo	Lateral	12.790000000000756
36	Fagner	Corinthians	Lateral	12.72000000000079
37	Éverton Ribeiro	Flamengo	Meia	12.589999999998396
38	Diogo Barbosa	Cruzeiro	Lateral	12.519999999998673
39	Marllon	Ponte Preta	Zagueiro	12.5100000000006
40	Victor	Atlético-MG	Goleiro	12.489999999999402
41	Kleber	Coritiba	Atacante	12.459999999999246
42	Bruno Silva	Botafogo	Meia	12.459999999999246
43	Cássio	Corinthians	Goleiro	12.4400000000008
44	Ángel Romero	Corinthians	Atacante	12.330000000001265
45	Wendel	Fluminense	Meia	12.319999999999734
46	Elias	Atlético-MG	Meia	12.230000000001281
47	Júnior Tavares	São Paulo	Lateral	12.180000000000266
48	Jô	Corinthians	Atacante	12.139999999999517
49	Nenê	Vasco	Meia	12.080000000001254
50	David Braz	Santos	Zagueiro	12.059999999999247
51	Jean	Bahia	Goleiro	11.88999999999952
52	Pablo	Corinthians	Zagueiro	11.839999999998515
53	Luis Fabiano	Vasco	Atacante	11.819999999999736
54	Robinho	Atlético-MG	Atacante	11.809999999999281
55	Bruno Henrique	Santos	Atacante	11.809999999999281
56	Fernando Miguel	Vitória	Goleiro	11.690000000000703
57	Paolo Guerrero	Flamengo	Atacante	11.480000000001157
58	Tiago 	Bahia	Zagueiro	11.360000000000477
59	Zeca	Santos	Lateral	11.33000000000122
60	João Lucas	Ponte Preta	Lateral	11.26000000000044
61	Tomas Bastos	Coritiba	Meia	11.25
62	Geferson	Vitória	Lateral	11.19000000000063
63	Fernandinho	Grêmio	Atacante	11.110000000000474
64	Réver	Flamengo	Zagueiro	11.08000000000121
65	Renê Júnior	Bahia	Meia	11.05999999999939
66	Matheus Savio	Flamengo	Meia	10.989999999999599
67	Pedro Rocha	Grêmio	Atacante	10.989999999999599
68	Aranha	Ponte Preta	Goleiro	10.980000000001064
69	Bruno Cortez	Grêmio	Lateral	10.949999999999138
70	Rithely	Sport	Meia	10.949999999999138
71	Capa	Avaí	Lateral	10.849999999999064
72	André	Sport	Atacante	10.739999999999636
73	Léo Moura	Grêmio	Lateral	10.699999999999186
74	Marcos Rocha	Atlético-MG	Lateral	10.629999999999201
75	Gilberto 	Vasco	Lateral	10.620000000000797
76	Miller Bolaños	Grêmio	Atacante	10.620000000000797
77	Arthur 	Chapecoense	Atacante	10.480000000000961
78	Michel 	Grêmio	Meia	10.449999999999235
79	Victor Ferraz	Santos	Lateral	10.419999999998824
80	Balbuena	Corinthians	Zagueiro	10.400000000000915
81	Patrick	Sport	Meia	10.349999999999088
82	Léo	Cruzeiro	Zagueiro	10.300000000000733
83	Bruno Henrique	Palmeiras	Meia	10.25
84	Juninho	Bahia	Meia	10.209999999999273
85	Everton	Grêmio	Atacante	10.180000000000263
86	Allione	Bahia	Meia	10.12999999999929
87	Douglas Friedrich	Avaí	Goleiro	10.089999999998861
88	Rodrigo Caio	São Paulo	Zagueiro	10.0
89	Jean	Vasco	Meia	9.98000000000085
90	Kannemann	Grêmio	Zagueiro	9.940000000000417
91	Rodrigo	Ponte Preta	Zagueiro	9.940000000000417
92	Rodinei	Flamengo	Lateral	9.889999999999539
93	Petros	São Paulo	Meia	9.87999999999934
94	Wellington Paulista	Chapecoense	Atacante	9.87000000000066
95	Rodrigo Lindoso	Botafogo	Meia	9.80000000000062
96	Cueva	São Paulo	Meia	9.739999999999808
97	Fagner Alemão	Avaí	Lateral	9.739999999999808
98	Júnior Dutra	Avaí	Atacante	9.669999999998868
99	Ricardo Oliveira	Santos	Atacante	9.580000000001126
100	Jefferson	Botafogo	Goleiro	9.569999999999741
101	Kieza	Vitória	Atacante	9.529999999999335
102	Edigar Junio	Bahia	Atacante	9.519999999999264
103	Cazares	Atlético-MG	Meia	9.510000000000147
104	Pedro Henrique	Corinthians	Zagueiro	9.459999999999283
105	Guilherme	Atlético-PR	Meia	9.449999999999465
106	Felipe Santana	Atlético-MG	Zagueiro	9.430000000000259
107	Yago Pikachu	Vasco	Lateral	9.410000000000966
108	Lucas Barrios	Grêmio	Atacante	9.410000000000966
109	Guilherme Arana	Corinthians	Lateral	9.400000000000858
110	Nikão	Atlético-PR	Meia	9.349999999999145
111	Dodô	Coritiba	Lateral	9.339999999999053
112	Arnaldo	Botafogo	Lateral	9.339999999999053
113	Willian Farias	Vitória	Meia	9.330000000001109
114	Edílson	Grêmio	Lateral	9.319999999999741
115	Igor Rabello	Botafogo	Zagueiro	9.319999999999741
116	Vitor Bueno	Santos	Meia	9.290000000000713
117	Thiago Heleno	Atlético-PR	Zagueiro	9.26999999999933
118	Sander	Sport	Lateral	9.260000000000096
119	Willian Arão	Flamengo	Meia	9.239999999999908
120	Geuvânio	Flamengo	Atacante	9.23000000000066
121	Pará	Flamengo	Lateral	9.150000000000842
122	Juninho	Vitória	Lateral	9.120000000000498
123	Ramon	Vasco	Lateral	9.099999999999161
124	Rhodolfo	Flamengo	Zagueiro	9.069999999999743
125	Wallace Reis 	Vitória	Zagueiro	9.040000000000708
126	Orejuela	Fluminense	Meia	9.029999999999363
127	Marcelo Oliveira	Grêmio	Lateral	9.019999999999401
128	Márcio Araújo	Flamengo	Meia	9.0
129	Roger	Botafogo	Atacante	8.980000000000588
130	Ronaldo Alves	Sport	Zagueiro	8.980000000000588
131	Diego Alves	Flamengo	Goleiro	8.949999999999596
132	Renan Ribeiro	São Paulo	Goleiro	8.900000000000825
133	Dedé	Cruzeiro	Zagueiro	8.860000000000449
134	Arthur	Grêmio	Meia	8.849999999999179
135	Rafael Sobis	Cruzeiro	Atacante	8.839999999999195
136	Edu Dracena	Palmeiras	Zagueiro	8.839999999999195
137	Gabriel	Atlético-MG	Zagueiro	8.819999999999744
138	Kanu	Vitória	Zagueiro	8.800000000000361
139	Sassá	Cruzeiro	Atacante	8.800000000000361
140	Manoel	Cruzeiro	Zagueiro	8.769999999999476
141	Romulo	Avaí	Atacante	8.769999999999476
142	Marcelo Grohe	Grêmio	Goleiro	8.74000000000002
143	Rafael Vaz	Flamengo	Zagueiro	8.730000000000514
144	Wellington Silva	Fluminense	Atacante	8.680000000000256
145	Leonardo Silva	Atlético-MG	Zagueiro	8.66999999999894
146	Gilson	Botafogo	Lateral	8.620000000000374
147	Joel Carli	Botafogo	Zagueiro	8.580000000001053
148	Werley	Coritiba	Zagueiro	8.580000000001053
149	Valdívia	Atlético-MG	Meia	8.569999999999744
150	Rildo	Coritiba	Atacante	8.5
151	Juninho	Palmeiras	Zagueiro	8.49000000000008
152	Marcos Guilherme 	São Paulo	Meia	8.49000000000008
153	Jadson	Corinthians	Meia	8.49000000000008
154	Mateus Vital	Vasco	Meia	8.449999999999745
155	Anderson Martins	Vasco	Zagueiro	8.440000000000078
156	Apodi	Chapecoense	Lateral	8.410000000000666
157	Robinho	Cruzeiro	Meia	8.37999999999969
158	Paulo Victor	Grêmio	Goleiro	8.37999999999969
159	Henrique	Vasco	Lateral	8.370000000000308
160	Marquinhos Gabriel	Corinthians	Meia	8.36000000000044
161	Fernando Bob	Ponte Preta	Meia	8.36000000000044
162	Conca	Flamengo	Meia	8.349999999999216
163	Henrique	Fluminense	Zagueiro	8.330000000001034
164	Lucas Veríssimo	Santos	Zagueiro	8.30999999999996
165	Arboleda	São Paulo	Zagueiro	8.30999999999996
166	Neto Berola	Coritiba	Atacante	8.290000000000692
167	Lucas Romero	Cruzeiro	Meia	8.290000000000692
168	Felipe Melo	Palmeiras	Meia	8.269999999999635
169	Maycon	Corinthians	Meia	8.160000000000581
170	Ravanelli	Ponte Preta	Meia	8.160000000000581
171	Alan Costa	Vitória	Zagueiro	8.160000000000581
172	Luiz Antonio 	Chapecoense	Meia	8.139999999999565
173	Mauricio Kozlinski	Avaí	Goleiro	8.099999999999238
174	Arrascaeta	Cruzeiro	Meia	8.08000000000101
175	Gabriel	Corinthians	Meia	8.029999999999427
176	Neilton	Vitória	Atacante	7.879999999999836
177	Paulinho	Atlético-GO	Meia	7.860000000000431
178	Diego Rosa	Atlético-GO	Meia	7.810000000000104
179	Mendoza	Bahia	Atacante	7.810000000000104
180	Jonathan	Atlético-PR	Lateral	7.779999999999447
181	Leandro Silva	Avaí	Lateral	7.769999999999819
182	Vladimir Hernández	Santos	Atacante	7.75
183	Renato Cajá	Ponte Preta	Meia	7.680000000000252
184	William Matheus	Coritiba	Lateral	7.669999999999029
185	Clayton	Corinthians	Atacante	7.66000000000039
186	Emerson Sheik	Ponte Preta	Atacante	7.589999999999639
187	Eduardo	Bahia	Lateral	7.569999999999748
188	Bruno Pacheco	Atlético-GO	Lateral	7.529999999999467
189	Naldo	Ponte Preta	Meia	7.51999999999992
190	Roger Carvalho	Atlético-GO	Zagueiro	7.509999999999644
