pontuacao	frequencia	media
-7	0.0006	0.15259999999999962
-6	0.0012	0.15259999999999962
-5	0.0056	0.15259999999999962
-4	0.0146	0.15259999999999962
-3	0.0412	0.15259999999999962
-2	0.0902	0.15259999999999962
-1	0.1688	0.15259999999999962
0	0.1848	0.15259999999999962
1	0.174	0.15259999999999962
2	0.1264	0.15259999999999962
3	0.0926	0.15259999999999962
4	0.0546	0.15259999999999962
5	0.0258	0.15259999999999962
6	0.0096	0.15259999999999962
7	0.0066	0.15259999999999962
8	0.0024	0.15259999999999962
9	0.0008	0.15259999999999962
