index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	20.610000000000525
1	Nino Paraíba	Ponte Preta	Lateral	19.880000000000834
2	Zé Rafael 	Bahia	Meia	19.850000000001298
3	Henrique Dourado	Fluminense	Atacante	19.679999999997847
4	Dudu	Palmeiras	Atacante	19.649999999998748
5	Luan	Grêmio	Atacante	19.479999999999617
6	Lucca	Ponte Preta	Atacante	19.380000000000734
7	Gatito Fernández	Botafogo	Goleiro	19.190000000001337
8	Thiago Neves	Cruzeiro	Meia	18.880000000000628
9	Diego	Flamengo	Meia	18.75
10	Hernanes	São Paulo	Meia	17.830000000001412
11	Fernando Prass	Palmeiras	Goleiro	16.949999999998415
12	Diego Souza	Sport	Meia	16.460000000000697
13	Bruno Henrique	Santos	Atacante	15.820000000000976
14	Wilson	Coritiba	Goleiro	15.550000000001466
15	Clayson	Corinthians	Atacante	15.509999999999753
16	Ramiro	Grêmio	Meia	15.330000000001359
17	Borja	Palmeiras	Atacante	15.089999999998081
18	Yerry Mina	Palmeiras	Zagueiro	14.990000000000075
19	Fred	Atlético-MG	Atacante	14.849999999999776
20	Jô	Corinthians	Atacante	14.849999999999776
21	Lucas Pratto	São Paulo	Atacante	14.489999999999899
22	Reinaldo	Chapecoense	Lateral	14.379999999999368
23	Fagner	Corinthians	Lateral	14.099999999999456
24	Rodriguinho	Corinthians	Meia	14.07000000000023
25	Pedro Geromel	Grêmio	Zagueiro	13.910000000001784
26	Régis	Bahia	Meia	13.87999999999918
27	Edson	Bahia	Meia	13.860000000000495
28	Diogo Barbosa	Cruzeiro	Lateral	13.839999999998225
29	Sidcley	Atlético-PR	Lateral	13.809999999999048
30	Jean	Palmeiras	Lateral	13.720000000000818
31	Henrique Almeida	Coritiba	Atacante	13.660000000001752
32	Arthur 	Chapecoense	Atacante	13.580000000001307
33	Everton	Flamengo	Meia	13.37000000000103
34	Éverton Ribeiro	Flamengo	Meia	13.190000000000888
35	Victor	Atlético-MG	Goleiro	13.180000000000227
36	Jean	Bahia	Goleiro	13.129999999998867
37	Jucilei	São Paulo	Meia	13.11000000000049
38	Nenê	Vasco	Meia	12.94000000000086
39	Alisson	Cruzeiro	Meia	12.730000000001358
40	Robinho	Atlético-MG	Atacante	12.620000000001086
41	Wendel	Fluminense	Meia	12.610000000000488
42	Sornoza	Fluminense	Meia	12.569999999999734
43	David Braz	Santos	Zagueiro	12.44999999999889
44	Kannemann	Grêmio	Zagueiro	12.4400000000008
45	Gustavo Scarpa	Fluminense	Meia	12.239999999999432
46	Alejandro Guerra	Palmeiras	Meia	12.220000000000775
47	Bruno Silva	Botafogo	Meia	12.199999999998928
48	Edigar Junio	Bahia	Atacante	12.160000000001538
49	Jean	Vasco	Meia	12.150000000000993
50	Ángel Romero	Corinthians	Atacante	12.0
51	Victor Luis	Botafogo	Lateral	11.970000000000766
52	Renê Júnior	Bahia	Meia	11.86000000000048
53	Zeca	Santos	Lateral	11.620000000000955
54	Ramon	Vasco	Lateral	11.580000000001233
55	Fábio	Cruzeiro	Goleiro	11.550000000000967
56	Cássio	Corinthians	Goleiro	11.540000000000743
57	Júnior Tavares	São Paulo	Lateral	11.519999999998836
58	Rodrigo Lindoso	Botafogo	Meia	11.489999999999528
59	Petros	São Paulo	Meia	11.459999999999257
60	Balbuena	Corinthians	Zagueiro	11.440000000000666
61	Réver	Flamengo	Zagueiro	11.400000000000963
62	Capa	Avaí	Lateral	11.370000000000918
63	Aranha	Ponte Preta	Goleiro	11.33000000000122
64	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
65	Luis Fabiano	Vasco	Atacante	11.300000000000926
66	Bruno Cortez	Grêmio	Lateral	11.26000000000044
67	Tomas Bastos	Coritiba	Meia	11.25
68	Júnior Dutra	Avaí	Atacante	11.239999999999561
69	Patrick	Sport	Meia	11.180000000000263
70	Ricardo Oliveira	Santos	Atacante	11.180000000000263
71	Marcos Rocha	Atlético-MG	Lateral	11.160000000001364
72	Elias	Atlético-MG	Meia	11.12999999999912
73	Pablo	Corinthians	Zagueiro	11.110000000000474
74	Marllon	Ponte Preta	Zagueiro	11.099999999999051
75	Cueva	São Paulo	Meia	11.08000000000121
76	Juninho	Bahia	Meia	10.919999999998797
77	Deyverson	Palmeiras	Atacante	10.830000000001197
78	Igor Rabello	Botafogo	Zagueiro	10.569999999999737
79	Gilberto 	Vasco	Lateral	10.540000000000733
80	Everton	Grêmio	Atacante	10.5
81	Fernandinho	Grêmio	Atacante	10.47000000000071
82	Fernando Miguel	Vitória	Goleiro	10.41000000000121
83	Rithely	Sport	Meia	10.339999999998806
84	Roger	Botafogo	Atacante	10.309999999999516
85	André	Sport	Atacante	10.25
86	Marcos Guilherme 	São Paulo	Meia	10.220000000000699
87	Edílson	Grêmio	Lateral	10.150000000000903
88	Moisés	Palmeiras	Meia	10.139999999999535
89	Matheus Savio	Flamengo	Meia	10.0999999999991
90	Kleber	Coritiba	Atacante	10.06999999999974
91	Marcelo Grohe	Grêmio	Goleiro	10.040000000000724
92	Victor Ferraz	Santos	Lateral	9.919999999998854
93	Anderson Martins	Vasco	Zagueiro	9.849999999999115
94	Bruno Henrique	Palmeiras	Meia	9.839999999998923
95	Fagner Alemão	Avaí	Lateral	9.809999999999608
96	Jadson	Corinthians	Meia	9.80000000000062
97	Wallace Reis 	Vitória	Zagueiro	9.779999999999323
