pontuacao	frequencia	media
-12	0.0	7.6262800000000395
-11	0.0	7.6262800000000395
-10	0.0004	7.6262800000000395
-9	0.0	7.6262800000000395
-8	0.001	7.6262800000000395
-7	0.0008	7.6262800000000395
-6	0.004	7.6262800000000395
-5	0.0036	7.6262800000000395
-4	0.0132	7.6262800000000395
-3	0.0128	7.6262800000000395
-2	0.0222	7.6262800000000395
-1	0.0334	7.6262800000000395
0	0.0304	7.6262800000000395
1	0.0504	7.6262800000000395
2	0.0412	7.6262800000000395
3	0.06	7.6262800000000395
4	0.07	7.6262800000000395
5	0.0484	7.6262800000000395
6	0.0726	7.6262800000000395
7	0.063	7.6262800000000395
8	0.0438	7.6262800000000395
9	0.0624	7.6262800000000395
10	0.0472	7.6262800000000395
11	0.0504	7.6262800000000395
12	0.042	7.6262800000000395
13	0.0376	7.6262800000000395
14	0.0326	7.6262800000000395
15	0.031	7.6262800000000395
16	0.0236	7.6262800000000395
17	0.0172	7.6262800000000395
18	0.0174	7.6262800000000395
19	0.0164	7.6262800000000395
20	0.0122	7.6262800000000395
21	0.008	7.6262800000000395
22	0.0066	7.6262800000000395
23	0.0054	7.6262800000000395
24	0.0036	7.6262800000000395
25	0.003	7.6262800000000395
26	0.003	7.6262800000000395
27	0.0024	7.6262800000000395
28	0.0018	7.6262800000000395
29	0.0012	7.6262800000000395
30	0.0008	7.6262800000000395
31	0.0006	7.6262800000000395
32	0.0	7.6262800000000395
33	0.0006	7.6262800000000395
34	0.0004	7.6262800000000395
35	0.0004	7.6262800000000395
36	0.0004	7.6262800000000395
37	0.0002	7.6262800000000395
38	0.0	7.6262800000000395
39	0.0	7.6262800000000395
40	0.0	7.6262800000000395
41	0.0	7.6262800000000395
42	0.0	7.6262800000000395
43	0.0	7.6262800000000395
44	0.0	7.6262800000000395
45	0.0	7.6262800000000395
46	0.0	7.6262800000000395
47	0.0	7.6262800000000395
