pontuacao	frequencia	media
-8	0.0002	2.8215200000000022
-7	0.0002	2.8215200000000022
-6	0.0004	2.8215200000000022
-5	0.0012	2.8215200000000022
-4	0.0036	2.8215200000000022
-3	0.0102	2.8215200000000022
-2	0.0308	2.8215200000000022
-1	0.0496	2.8215200000000022
0	0.0836	2.8215200000000022
1	0.1148	2.8215200000000022
2	0.1304	2.8215200000000022
3	0.129	2.8215200000000022
4	0.124	2.8215200000000022
5	0.0982	2.8215200000000022
6	0.0778	2.8215200000000022
7	0.0532	2.8215200000000022
8	0.038	2.8215200000000022
9	0.0242	2.8215200000000022
10	0.0154	2.8215200000000022
11	0.0086	2.8215200000000022
12	0.0032	2.8215200000000022
13	0.001	2.8215200000000022
14	0.0012	2.8215200000000022
15	0.0008	2.8215200000000022
