index	Jogador	Time	Posicao	preco_cartoleta
0	Henrique Dourado	Fluminense	Atacante	23.830000000001498
1	Luan	Grêmio	Atacante	23.119999999998633
2	Gatito Fernández	Botafogo	Goleiro	23.029999999999042
3	Diego	Flamengo	Meia	22.110000000000525
4	Lucca	Ponte Preta	Atacante	21.970000000000947
5	Vanderlei	Santos	Goleiro	20.830000000001462
6	Nino Paraíba	Ponte Preta	Lateral	20.160000000002313
7	Zé Rafael 	Bahia	Meia	19.679999999997847
8	Fred	Atlético-MG	Atacante	18.770000000000245
9	Thiago Neves	Cruzeiro	Meia	18.059999999998727
10	Diego Souza	Sport	Meia	17.410000000002128
11	Borja	Palmeiras	Atacante	17.36000000000051
12	Ramiro	Grêmio	Meia	16.75999999999938
13	Fernando Prass	Palmeiras	Goleiro	16.699999999998433
14	Dudu	Palmeiras	Atacante	16.490000000000546
15	Henrique Almeida	Coritiba	Atacante	16.16000000000202
16	Douglas	Vasco	Meia	15.940000000001135
17	Lucas Pratto	São Paulo	Atacante	15.899999999999823
18	Clayson	Corinthians	Atacante	15.809999999998874
19	Sornoza	Fluminense	Meia	15.809999999998874
20	Régis	Bahia	Meia	15.600000000000067
21	Jean	Palmeiras	Lateral	15.589999999998033
22	Alisson	Cruzeiro	Meia	15.160000000001924
23	Yerry Mina	Palmeiras	Zagueiro	15.150000000000102
24	Alejandro Guerra	Palmeiras	Meia	15.029999999999154
25	Rodriguinho	Corinthians	Meia	14.8600000000005
26	Jucilei	São Paulo	Meia	14.620000000000541
27	Luis Fabiano	Vasco	Atacante	14.33000000000133
28	Paolo Guerrero	Flamengo	Atacante	14.320000000000347
29	Edson	Bahia	Meia	14.089999999998195
30	Kleber	Coritiba	Atacante	13.959999999999678
31	Nenê	Vasco	Meia	13.87999999999918
32	Everton	Flamengo	Meia	13.860000000000495
33	Pedro Geromel	Grêmio	Zagueiro	13.779999999999182
34	Arthur 	Chapecoense	Atacante	13.720000000000818
35	Wilson	Coritiba	Goleiro	13.650000000000754
36	Richarlison 	Fluminense	Atacante	13.62999999999908
37	Jean	Bahia	Goleiro	13.62999999999908
38	Robinho	Atlético-MG	Atacante	13.580000000001307
39	Tomas Bastos	Coritiba	Meia	13.489999999999503
40	Reinaldo	Chapecoense	Lateral	13.29000000000066
41	Leandro Damião	Flamengo	Atacante	13.220000000000804
42	Júnior Tavares	São Paulo	Lateral	13.180000000000227
43	Aranha	Ponte Preta	Goleiro	12.86000000000049
44	Wendel	Fluminense	Meia	12.819999999999732
45	Ángel Romero	Corinthians	Atacante	12.790000000000756
46	Sidcley	Atlético-PR	Lateral	12.730000000001358
47	Bruno Silva	Botafogo	Meia	12.580000000001274
48	Éverton Ribeiro	Flamengo	Meia	12.559999999999185
49	Fábio	Cruzeiro	Goleiro	12.400000000001002
50	Bruno Henrique	Santos	Atacante	12.330000000001265
51	Cássio	Corinthians	Goleiro	12.279999999999223
52	Kadu	Ponte Preta	Zagueiro	12.25
53	Ábila	Cruzeiro	Atacante	12.220000000000775
54	Jô	Corinthians	Atacante	12.139999999999517
55	Gustavo Scarpa	Fluminense	Meia	12.080000000001254
56	Marllon	Ponte Preta	Zagueiro	12.069999999999734
57	Elias	Atlético-MG	Meia	12.050000000001047
58	Geferson	Vitória	Lateral	12.040000000000749
59	Diogo Barbosa	Cruzeiro	Lateral	12.040000000000749
60	Fagner	Corinthians	Lateral	11.910000000001498
61	Otávio 	Atlético-PR	Meia	11.830000000001244
62	Réver	Flamengo	Zagueiro	11.830000000001244
63	Léo Moura	Grêmio	Lateral	11.809999999999281
64	Victor Luis	Botafogo	Lateral	11.680000000000264
65	Igor Rabello	Botafogo	Zagueiro	11.650000000000974
66	Fernando Miguel	Vitória	Goleiro	11.629999999999043
67	Capa	Avaí	Lateral	11.569999999999736
68	Zeca	Santos	Lateral	11.449999999999049
