pontuacao	frequencia	media
-5	0.0002	6.645600000000011
-4	0.0002	6.645600000000011
-3	0.0012	6.645600000000011
-2	0.0044	6.645600000000011
-1	0.0128	6.645600000000011
0	0.0258	6.645600000000011
1	0.039	6.645600000000011
2	0.063	6.645600000000011
3	0.0906	6.645600000000011
4	0.1022	6.645600000000011
5	0.0976	6.645600000000011
6	0.095	6.645600000000011
7	0.087	6.645600000000011
8	0.0708	6.645600000000011
9	0.0596	6.645600000000011
10	0.044	6.645600000000011
11	0.0402	6.645600000000011
12	0.0308	6.645600000000011
13	0.0274	6.645600000000011
14	0.0222	6.645600000000011
15	0.0214	6.645600000000011
16	0.0122	6.645600000000011
17	0.0122	6.645600000000011
18	0.009	6.645600000000011
19	0.0062	6.645600000000011
20	0.0042	6.645600000000011
21	0.0054	6.645600000000011
22	0.005	6.645600000000011
23	0.0024	6.645600000000011
24	0.0016	6.645600000000011
25	0.0012	6.645600000000011
26	0.0008	6.645600000000011
27	0.001	6.645600000000011
28	0.0014	6.645600000000011
29	0.0008	6.645600000000011
30	0.0004	6.645600000000011
31	0.0002	6.645600000000011
32	0.0002	6.645600000000011
33	0.0	6.645600000000011
34	0.0002	6.645600000000011
