pontuacao	frequencia	media
-7	0.0006	-0.22217999999999802
-6	0.0016	-0.22217999999999802
-5	0.0062	-0.22217999999999802
-4	0.015	-0.22217999999999802
-3	0.0456	-0.22217999999999802
-2	0.0994	-0.22217999999999802
-1	0.1918	-0.22217999999999802
0	0.3034	-0.22217999999999802
1	0.1314	-0.22217999999999802
2	0.0454	-0.22217999999999802
3	0.074	-0.22217999999999802
4	0.0498	-0.22217999999999802
5	0.0128	-0.22217999999999802
6	0.0078	-0.22217999999999802
7	0.0102	-0.22217999999999802
8	0.0038	-0.22217999999999802
9	0.0006	-0.22217999999999802
10	0.0002	-0.22217999999999802
11	0.0002	-0.22217999999999802
12	0.0	-0.22217999999999802
13	0.0	-0.22217999999999802
