pontuacao	frequencia	media
-6	0.0004	4.185079999999976
-5	0.001	4.185079999999976
-4	0.0036	4.185079999999976
-3	0.0084	4.185079999999976
-2	0.0258	4.185079999999976
-1	0.0464	4.185079999999976
0	0.0846	4.185079999999976
1	0.1038	4.185079999999976
2	0.1176	4.185079999999976
3	0.1046	4.185079999999976
4	0.0894	4.185079999999976
5	0.0716	4.185079999999976
6	0.0596	4.185079999999976
7	0.0494	4.185079999999976
8	0.0438	4.185079999999976
9	0.0416	4.185079999999976
10	0.0292	4.185079999999976
11	0.0278	4.185079999999976
12	0.0212	4.185079999999976
13	0.0156	4.185079999999976
14	0.013	4.185079999999976
15	0.0102	4.185079999999976
16	0.0078	4.185079999999976
17	0.0048	4.185079999999976
18	0.0048	4.185079999999976
19	0.003	4.185079999999976
20	0.0032	4.185079999999976
21	0.0012	4.185079999999976
22	0.0008	4.185079999999976
23	0.0018	4.185079999999976
24	0.001	4.185079999999976
25	0.0012	4.185079999999976
26	0.001	4.185079999999976
27	0.0	4.185079999999976
28	0.0	4.185079999999976
29	0.0002	4.185079999999976
30	0.0	4.185079999999976
31	0.0002	4.185079999999976
32	0.0002	4.185079999999976
