index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	22.07000000000268
1	Henrique Dourado	Fluminense	Atacante	21.309999999998563
2	Nino Paraíba	Ponte Preta	Lateral	21.100000000001568
3	Luan	Grêmio	Atacante	20.86999999999899
4	Zé Rafael 	Bahia	Meia	20.42999999999767
5	Diego	Flamengo	Meia	20.169999999998552
6	Lucca	Ponte Preta	Atacante	20.160000000002313
7	Gatito Fernández	Botafogo	Goleiro	19.52000000000039
8	Hernanes	São Paulo	Meia	18.570000000001865
9	Thiago Neves	Cruzeiro	Meia	17.259999999999245
10	Dudu	Palmeiras	Atacante	16.88999999999949
11	Sornoza	Fluminense	Meia	15.809999999998874
12	Ramiro	Grêmio	Meia	15.730000000000498
13	Diego Souza	Sport	Meia	15.370000000000289
14	Borja	Palmeiras	Atacante	15.230000000000645
15	Lucas Pratto	São Paulo	Atacante	15.139999999999496
16	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
17	Wilson	Coritiba	Goleiro	14.87999999999955
18	Clayson	Corinthians	Atacante	14.72000000000084
19	Régis	Bahia	Meia	14.589999999998138
20	Rodriguinho	Corinthians	Meia	14.559999999998979
21	Jucilei	São Paulo	Meia	14.400000000000412
22	Bruno Henrique	Santos	Atacante	14.07000000000023
23	Alisson	Cruzeiro	Meia	14.0
24	Fred	Atlético-MG	Atacante	13.860000000000495
25	Alejandro Guerra	Palmeiras	Meia	13.820000000000105
26	Henrique Almeida	Coritiba	Atacante	13.790000000000404
27	Bruno Silva	Botafogo	Meia	13.75
28	Edson	Bahia	Meia	13.739999999999608
29	Pedro Geromel	Grêmio	Zagueiro	13.739999999999608
30	Jean	Palmeiras	Lateral	13.610000000000495
31	Elias	Atlético-MG	Meia	13.610000000000495
32	Everton	Flamengo	Meia	13.419999999998696
33	Renê Júnior	Bahia	Meia	13.349999999999097
34	Sidcley	Atlético-PR	Lateral	13.260000000000597
35	Fagner	Corinthians	Lateral	13.180000000000227
36	Fernando Prass	Palmeiras	Goleiro	13.13999999999951
37	Cássio	Corinthians	Goleiro	13.089999999998323
38	Capa	Avaí	Lateral	13.0
39	Fernando Miguel	Vitória	Goleiro	12.870000000001117
40	Wendel	Fluminense	Meia	12.519999999998673
41	Nenê	Vasco	Meia	12.470000000000782
42	Kleber	Coritiba	Atacante	12.459999999999246
43	Éverton Ribeiro	Flamengo	Meia	12.4400000000008
44	Ángel Romero	Corinthians	Atacante	12.330000000001265
45	Gustavo Scarpa	Fluminense	Meia	12.180000000000266
46	Júnior Tavares	São Paulo	Lateral	12.180000000000266
47	Victor Luis	Botafogo	Lateral	12.150000000000993
48	Paolo Guerrero	Flamengo	Atacante	12.150000000000993
49	Jô	Corinthians	Atacante	12.139999999999517
50	Reinaldo	Chapecoense	Lateral	12.099999999999008
51	Diogo Barbosa	Cruzeiro	Lateral	12.0
52	Fábio	Cruzeiro	Goleiro	11.839999999998515
53	Luis Fabiano	Vasco	Atacante	11.819999999999736
54	Robinho	Atlético-MG	Atacante	11.809999999999281
55	Marllon	Ponte Preta	Zagueiro	11.739999999999494
56	Marcos Guilherme 	São Paulo	Meia	11.669999999998764
57	Pablo	Corinthians	Zagueiro	11.629999999999043
58	Gilberto 	Vasco	Lateral	11.589999999998557
59	Victor	Atlético-MG	Goleiro	11.580000000001233
60	Jean	Bahia	Goleiro	11.449999999999049
61	Aranha	Ponte Preta	Goleiro	11.389999999999523
62	Tomas Bastos	Coritiba	Meia	11.25
63	Geferson	Vitória	Lateral	11.19000000000063
64	Fernandinho	Grêmio	Atacante	11.110000000000474
65	Kanu	Vitória	Zagueiro	11.08000000000121
66	Réver	Flamengo	Zagueiro	11.08000000000121
67	Matheus Savio	Flamengo	Meia	10.989999999999599
68	Pedro Rocha	Grêmio	Atacante	10.989999999999599
69	Rithely	Sport	Meia	10.949999999999138
70	Bruno Cortez	Grêmio	Lateral	10.949999999999138
71	Willian Arão	Flamengo	Meia	10.739999999999636
72	André	Sport	Atacante	10.739999999999636
73	Léo Moura	Grêmio	Lateral	10.699999999999186
74	Douglas Friedrich	Avaí	Goleiro	10.69000000000055
75	Jean	Vasco	Meia	10.650000000000928
76	Miller Bolaños	Grêmio	Atacante	10.620000000000797
77	Zeca	Santos	Lateral	10.61000000000047
78	David Braz	Santos	Zagueiro	10.529999999999287
79	Willian	Palmeiras	Atacante	10.51999999999903
80	Michel 	Grêmio	Meia	10.449999999999235
81	Marcos Rocha	Atlético-MG	Lateral	10.41000000000121
82	Balbuena	Corinthians	Zagueiro	10.400000000000915
83	Patrick	Sport	Meia	10.349999999999088
84	Léo	Cruzeiro	Zagueiro	10.300000000000733
85	Ramon	Vasco	Lateral	10.25
86	Juninho	Bahia	Meia	10.209999999999273
87	Everton	Grêmio	Atacante	10.180000000000263
88	Allione	Bahia	Meia	10.12999999999929
89	Rodinei	Flamengo	Lateral	10.120000000000708
90	Rodrigo Lindoso	Botafogo	Meia	10.089999999998861
91	Arthur 	Chapecoense	Atacante	10.080000000001156
92	Igor Rabello	Botafogo	Zagueiro	10.02999999999931
93	Fagner Alemão	Avaí	Lateral	9.949999999999346
94	Kannemann	Grêmio	Zagueiro	9.940000000000417
95	Rodrigo	Ponte Preta	Zagueiro	9.940000000000417
96	Roger	Botafogo	Atacante	9.910000000001094
97	Cueva	São Paulo	Meia	9.809999999999608
98	Arnaldo	Botafogo	Lateral	9.720000000000676
99	Petros	São Paulo	Meia	9.699999999999404
100	Wellington Paulista	Chapecoense	Atacante	9.639999999999542
101	Jefferson	Botafogo	Goleiro	9.569999999999741
102	Kieza	Vitória	Atacante	9.529999999999335
103	Victor Ferraz	Santos	Lateral	9.529999999999335
104	Edigar Junio	Bahia	Atacante	9.519999999999264
105	Bruno Henrique	Palmeiras	Meia	9.480000000000727
106	Deyverson	Palmeiras	Atacante	9.480000000000727
107	Rafael Sobis	Cruzeiro	Atacante	9.449999999999465
108	Leandro Silva	Avaí	Lateral	9.440000000000314
109	Felipe Santana	Atlético-MG	Zagueiro	9.430000000000259
110	Yago Pikachu	Vasco	Lateral	9.410000000000966
111	Lucas Barrios	Grêmio	Atacante	9.410000000000966
112	Guilherme Arana	Corinthians	Lateral	9.400000000000858
113	Bruno Pacheco	Atlético-GO	Lateral	9.379999999999445
114	Rodrigo Caio	São Paulo	Zagueiro	9.339999999999053
115	Willian Farias	Vitória	Meia	9.330000000001109
116	Edílson	Grêmio	Lateral	9.319999999999741
117	Vitor Bueno	Santos	Meia	9.290000000000713
118	Thiago Heleno	Atlético-PR	Zagueiro	9.26999999999933
