pontuacao	frequencia	media
-4	0.0004	5.842979999999971
-3	0.0046	5.842979999999971
-2	0.0186	5.842979999999971
-1	0.052	5.842979999999971
0	0.0684	5.842979999999971
1	0.0674	5.842979999999971
2	0.0614	5.842979999999971
3	0.0586	5.842979999999971
4	0.0698	5.842979999999971
5	0.0904	5.842979999999971
6	0.085	5.842979999999971
7	0.0684	5.842979999999971
8	0.047	5.842979999999971
9	0.0534	5.842979999999971
10	0.0484	5.842979999999971
11	0.0424	5.842979999999971
12	0.0374	5.842979999999971
13	0.0236	5.842979999999971
14	0.0232	5.842979999999971
15	0.0186	5.842979999999971
16	0.016	5.842979999999971
17	0.0102	5.842979999999971
18	0.0064	5.842979999999971
19	0.0082	5.842979999999971
20	0.005	5.842979999999971
21	0.004	5.842979999999971
22	0.0046	5.842979999999971
23	0.0022	5.842979999999971
24	0.001	5.842979999999971
25	0.001	5.842979999999971
26	0.0004	5.842979999999971
27	0.0004	5.842979999999971
28	0.0008	5.842979999999971
29	0.0004	5.842979999999971
30	0.0002	5.842979999999971
31	0.0	5.842979999999971
32	0.0	5.842979999999971
33	0.0	5.842979999999971
34	0.0	5.842979999999971
35	0.0	5.842979999999971
36	0.0	5.842979999999971
37	0.0	5.842979999999971
38	0.0	5.842979999999971
