pontuacao	frequencia	media
-5	0.002	6.427280000000023
-4	0.0022	6.427280000000023
-3	0.0034	6.427280000000023
-2	0.0096	6.427280000000023
-1	0.0176	6.427280000000023
0	0.0342	6.427280000000023
1	0.046	6.427280000000023
2	0.0644	6.427280000000023
3	0.0664	6.427280000000023
4	0.0832	6.427280000000023
5	0.094	6.427280000000023
6	0.0828	6.427280000000023
7	0.0838	6.427280000000023
8	0.0708	6.427280000000023
9	0.0668	6.427280000000023
10	0.0624	6.427280000000023
11	0.0484	6.427280000000023
12	0.0386	6.427280000000023
13	0.0346	6.427280000000023
14	0.025	6.427280000000023
15	0.0182	6.427280000000023
16	0.0148	6.427280000000023
17	0.009	6.427280000000023
18	0.0066	6.427280000000023
19	0.005	6.427280000000023
20	0.0042	6.427280000000023
21	0.002	6.427280000000023
22	0.0012	6.427280000000023
23	0.0006	6.427280000000023
24	0.0006	6.427280000000023
25	0.0002	6.427280000000023
26	0.0008	6.427280000000023
27	0.0002	6.427280000000023
28	0.0	6.427280000000023
