index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	23.02000000000095
1	Zé Rafael 	Bahia	Meia	22.69000000000149
2	Henrique Dourado	Fluminense	Atacante	21.240000000001594
3	Luan	Grêmio	Atacante	20.86999999999899
4	Nino Paraíba	Ponte Preta	Lateral	20.42999999999767
5	Lucca	Ponte Preta	Atacante	20.07000000000225
6	Gatito Fernández	Botafogo	Goleiro	18.89999999999893
7	Hernanes	São Paulo	Meia	18.869999999999372
8	Diego	Flamengo	Meia	18.529999999999095
9	Thiago Neves	Cruzeiro	Meia	16.600000000000414
10	Dudu	Palmeiras	Atacante	16.320000000001162
11	Clayson	Corinthians	Atacante	15.970000000000864
12	Ramiro	Grêmio	Meia	15.769999999999515
13	Lucas Pratto	São Paulo	Atacante	15.269999999999365
14	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
15	Borja	Palmeiras	Atacante	14.910000000001897
16	Régis	Bahia	Meia	14.58000000000134
17	Jean	Palmeiras	Lateral	14.48000000000089
18	Robinho	Atlético-MG	Atacante	14.33000000000133
19	Fernando Prass	Palmeiras	Goleiro	14.309999999999002
20	Rodriguinho	Corinthians	Meia	14.26000000000019
21	Bruno Henrique	Santos	Atacante	14.010000000000286
22	Reinaldo	Chapecoense	Lateral	13.989999999999705
23	Diego Souza	Sport	Meia	13.949999999998699
24	Fred	Atlético-MG	Atacante	13.949999999998699
25	Henrique Almeida	Coritiba	Atacante	13.769999999998854
26	Sidcley	Atlético-PR	Lateral	13.69000000000094
27	Wilson	Coritiba	Goleiro	13.69000000000094
28	Alisson	Cruzeiro	Meia	13.529999999999188
29	Pedro Geromel	Grêmio	Zagueiro	13.400000000000876
30	Sornoza	Fluminense	Meia	13.31999999999985
31	Jucilei	São Paulo	Meia	13.29000000000066
32	Everton	Flamengo	Meia	13.23000000000136
33	Éverton Ribeiro	Flamengo	Meia	13.169999999998705
34	Edson	Bahia	Meia	13.160000000001686
35	Paolo Guerrero	Flamengo	Atacante	13.129999999998867
36	Cássio	Corinthians	Goleiro	13.11000000000049
37	Wendel	Fluminense	Meia	13.050000000001193
38	Alejandro Guerra	Palmeiras	Meia	13.029999999999202
39	Victor Luis	Botafogo	Lateral	12.989999999999347
40	Bruno Silva	Botafogo	Meia	12.90000000000102
41	Marllon	Ponte Preta	Zagueiro	12.809999999999157
42	Fábio	Cruzeiro	Goleiro	12.790000000000756
43	Capa	Avaí	Lateral	12.72000000000079
44	Nenê	Vasco	Meia	12.669999999998725
45	Fagner	Corinthians	Lateral	12.629999999998914
46	Diogo Barbosa	Cruzeiro	Lateral	12.589999999998396
47	Gustavo Scarpa	Fluminense	Meia	12.559999999999185
48	Victor	Atlético-MG	Goleiro	12.550000000001123
49	Jô	Corinthians	Atacante	12.239999999999432
50	Renê Júnior	Bahia	Meia	12.220000000000775
51	Aranha	Ponte Preta	Goleiro	12.129999999998976
52	Petros	São Paulo	Meia	12.059999999999247
53	David Braz	Santos	Zagueiro	12.059999999999247
54	Marcos Guilherme 	São Paulo	Meia	11.919999999998753
55	Jean	Bahia	Goleiro	11.87999999999901
56	Luis Fabiano	Vasco	Atacante	11.819999999999736
57	Fernandinho	Grêmio	Atacante	11.75
58	Elias	Atlético-MG	Meia	11.650000000000974
59	Everton	Grêmio	Atacante	11.63999999999952
60	Júnior Tavares	São Paulo	Lateral	11.540000000000743
61	Zeca	Santos	Lateral	11.440000000000666
62	Cueva	São Paulo	Meia	11.400000000000963
63	Pablo	Corinthians	Zagueiro	11.400000000000963
