pontuacao	frequencia	media
-2	0.0012	4.7396800000000665
-1	0.0152	4.7396800000000665
0	0.0962	4.7396800000000665
1	0.0738	4.7396800000000665
2	0.1276	4.7396800000000665
3	0.0782	4.7396800000000665
4	0.1044	4.7396800000000665
5	0.0988	4.7396800000000665
6	0.0712	4.7396800000000665
7	0.0846	4.7396800000000665
8	0.0468	4.7396800000000665
9	0.0506	4.7396800000000665
10	0.038	4.7396800000000665
11	0.0288	4.7396800000000665
12	0.0282	4.7396800000000665
13	0.0142	4.7396800000000665
14	0.015	4.7396800000000665
15	0.0076	4.7396800000000665
16	0.0048	4.7396800000000665
17	0.006	4.7396800000000665
18	0.0022	4.7396800000000665
19	0.0028	4.7396800000000665
20	0.001	4.7396800000000665
21	0.001	4.7396800000000665
22	0.001	4.7396800000000665
23	0.0	4.7396800000000665
24	0.0002	4.7396800000000665
25	0.0002	4.7396800000000665
26	0.0002	4.7396800000000665
27	0.0	4.7396800000000665
28	0.0	4.7396800000000665
29	0.0	4.7396800000000665
30	0.0	4.7396800000000665
31	0.0	4.7396800000000665
32	0.0	4.7396800000000665
