pontuacao	frequencia	media
-11	0.0002	-0.48344000000000054
-10	0.0	-0.48344000000000054
-9	0.0004	-0.48344000000000054
-8	0.0016	-0.48344000000000054
-7	0.0036	-0.48344000000000054
-6	0.0068	-0.48344000000000054
-5	0.0216	-0.48344000000000054
-4	0.0396	-0.48344000000000054
-3	0.0716	-0.48344000000000054
-2	0.1132	-0.48344000000000054
-1	0.1664	-0.48344000000000054
0	0.17	-0.48344000000000054
1	0.1492	-0.48344000000000054
2	0.1096	-0.48344000000000054
3	0.0742	-0.48344000000000054
4	0.0422	-0.48344000000000054
5	0.0162	-0.48344000000000054
6	0.0052	-0.48344000000000054
7	0.0056	-0.48344000000000054
8	0.0018	-0.48344000000000054
9	0.0006	-0.48344000000000054
10	0.0	-0.48344000000000054
11	0.0002	-0.48344000000000054
12	0.0	-0.48344000000000054
