pontuacao	frequencia	media
-5	0.0008	3.948499999999995
-4	0.003	3.948499999999995
-3	0.013	3.948499999999995
-2	0.0242	3.948499999999995
-1	0.0464	3.948499999999995
0	0.0756	3.948499999999995
1	0.0854	3.948499999999995
2	0.1052	3.948499999999995
3	0.1052	3.948499999999995
4	0.101	3.948499999999995
5	0.0866	3.948499999999995
6	0.0842	3.948499999999995
7	0.0628	3.948499999999995
8	0.054	3.948499999999995
9	0.0438	3.948499999999995
10	0.0302	3.948499999999995
11	0.0214	3.948499999999995
12	0.0156	3.948499999999995
13	0.0148	3.948499999999995
14	0.0112	3.948499999999995
15	0.0054	3.948499999999995
16	0.0036	3.948499999999995
17	0.0024	3.948499999999995
18	0.0018	3.948499999999995
19	0.0012	3.948499999999995
20	0.0002	3.948499999999995
21	0.0	3.948499999999995
22	0.0006	3.948499999999995
23	0.0002	3.948499999999995
24	0.0	3.948499999999995
