pontuacao	frequencia	media
-3	0.0034	1.474379999999994
-2	0.0238	1.474379999999994
-1	0.1236	1.474379999999994
0	0.2356	1.474379999999994
1	0.1754	1.474379999999994
2	0.1306	1.474379999999994
3	0.067	1.474379999999994
4	0.06	1.474379999999994
5	0.067	1.474379999999994
6	0.0364	1.474379999999994
7	0.0274	1.474379999999994
8	0.0142	1.474379999999994
9	0.0118	1.474379999999994
10	0.0102	1.474379999999994
11	0.0044	1.474379999999994
12	0.0042	1.474379999999994
13	0.0012	1.474379999999994
14	0.0012	1.474379999999994
15	0.0016	1.474379999999994
16	0.0006	1.474379999999994
17	0.0002	1.474379999999994
