index	Jogador	Time	Posicao	preco_cartoleta
0	Henrique Dourado	Fluminense	Atacante	22.00999999999828
1	Vanderlei	Santos	Goleiro	20.94999999999816
2	Lucca	Ponte Preta	Atacante	20.80000000000183
3	Luan	Grêmio	Atacante	20.13999999999948
4	Zé Rafael 	Bahia	Meia	20.100000000001355
5	Thiago Neves	Cruzeiro	Meia	19.58000000000144
6	Nino Paraíba	Ponte Preta	Lateral	19.449999999998244
7	Diego	Flamengo	Meia	19.360000000000518
8	Gatito Fernández	Botafogo	Goleiro	19.270000000000344
9	Hernanes	São Paulo	Meia	18.639999999999482
10	Dudu	Palmeiras	Atacante	16.25
11	Fred	Atlético-MG	Atacante	15.129999999999633
12	Borja	Palmeiras	Atacante	15.089999999998081
13	Edson	Bahia	Meia	15.070000000000679
14	Yerry Mina	Palmeiras	Zagueiro	14.990000000000075
15	Ramiro	Grêmio	Meia	14.960000000000129
16	Diego Souza	Sport	Meia	14.940000000001056
17	Fernando Prass	Palmeiras	Goleiro	14.77999999999916
18	Robinho	Atlético-MG	Atacante	14.389999999999503
19	Jean	Palmeiras	Lateral	14.349999999999566
20	Lucas Pratto	São Paulo	Atacante	14.349999999999566
21	Reinaldo	Chapecoense	Lateral	14.099999999999456
22	Wilson	Coritiba	Goleiro	13.87999999999918
23	Diogo Barbosa	Cruzeiro	Lateral	13.830000000001316
24	Clayson	Corinthians	Atacante	13.790000000000404
25	Everton	Flamengo	Meia	13.769999999998854
26	Régis	Bahia	Meia	13.730000000001164
27	Jucilei	São Paulo	Meia	13.69000000000094
28	Renê Júnior	Bahia	Meia	13.550000000001255
29	Henrique Almeida	Coritiba	Atacante	13.519999999998758
30	Arthur 	Chapecoense	Atacante	13.510000000000488
31	Fagner	Corinthians	Lateral	13.459999999999429
32	Pedro Geromel	Grêmio	Zagueiro	13.430000000000094
33	Bruno Silva	Botafogo	Meia	13.330000000001299
34	Rodriguinho	Corinthians	Meia	13.279999999999195
35	Gustavo Scarpa	Fluminense	Meia	13.169999999998705
36	Sidcley	Atlético-PR	Lateral	13.069999999999732
37	Bruno Henrique	Santos	Atacante	12.760000000000629
38	Edigar Junio	Bahia	Atacante	12.739999999999375
39	Alisson	Cruzeiro	Meia	12.730000000001358
40	Sornoza	Fluminense	Meia	12.5100000000006
41	Nenê	Vasco	Meia	12.480000000001322
42	Fábio	Cruzeiro	Goleiro	12.410000000001578
43	Elias	Atlético-MG	Meia	12.339999999998433
44	Pablo	Corinthians	Zagueiro	12.300000000001086
45	Ángel Romero	Corinthians	Atacante	12.239999999999432
46	Alejandro Guerra	Palmeiras	Meia	12.220000000000775
47	Wendel	Fluminense	Meia	12.169999999998742
48	Jean	Vasco	Meia	12.150000000000993
49	Fernandinho	Grêmio	Atacante	12.120000000001022
50	Juninho	Bahia	Meia	12.120000000001022
51	Marcos Rocha	Atlético-MG	Lateral	12.110000000000483
52	Wellington Paulista	Chapecoense	Atacante	12.069999999999734
53	Victor Luis	Botafogo	Lateral	11.970000000000766
54	Jô	Corinthians	Atacante	11.919999999998753
55	Marcos Guilherme 	São Paulo	Meia	11.830000000001244
56	Marcelo Grohe	Grêmio	Goleiro	11.739999999999494
57	Éverton Ribeiro	Flamengo	Meia	11.739999999999494
58	Jean	Bahia	Goleiro	11.63999999999952
59	Zeca	Santos	Lateral	11.620000000000955
60	Ramon	Vasco	Lateral	11.580000000001233
61	Cássio	Corinthians	Goleiro	11.540000000000743
62	Guilherme Arana	Corinthians	Lateral	11.480000000001157
63	Balbuena	Corinthians	Zagueiro	11.440000000000666
64	Réver	Flamengo	Zagueiro	11.400000000000963
65	Capa	Avaí	Lateral	11.370000000000918
66	Guilherme	Atlético-PR	Meia	11.370000000000918
67	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
68	Petros	São Paulo	Meia	11.33000000000122
69	David Braz	Santos	Zagueiro	11.319999999999736
70	Luis Fabiano	Vasco	Atacante	11.300000000000926
71	Marllon	Ponte Preta	Zagueiro	11.300000000000926
72	Tomas Bastos	Coritiba	Meia	11.25
73	Wallace Reis 	Vitória	Zagueiro	11.230000000001112
74	Victor	Atlético-MG	Goleiro	11.199999999999093
75	Gilberto 	Vasco	Lateral	11.180000000000263
76	Júnior Tavares	São Paulo	Lateral	11.150000000000952
77	Fernando Miguel	Vitória	Goleiro	11.08999999999865
78	Cueva	São Paulo	Meia	11.08000000000121
79	Ricardo Oliveira	Santos	Atacante	11.029999999999266
