pontuacao	frequencia	media
-11	0.0002	1.0967999999999838
-10	0.0006	1.0967999999999838
-9	0.0006	1.0967999999999838
-8	0.0024	1.0967999999999838
-7	0.0036	1.0967999999999838
-6	0.0124	1.0967999999999838
-5	0.0242	1.0967999999999838
-4	0.0366	1.0967999999999838
-3	0.0628	1.0967999999999838
-2	0.082	1.0967999999999838
-1	0.11	1.0967999999999838
0	0.112	1.0967999999999838
1	0.1036	1.0967999999999838
2	0.089	1.0967999999999838
3	0.0754	1.0967999999999838
4	0.0704	1.0967999999999838
5	0.057	1.0967999999999838
6	0.0402	1.0967999999999838
7	0.03	1.0967999999999838
8	0.027	1.0967999999999838
9	0.0164	1.0967999999999838
10	0.0128	1.0967999999999838
11	0.01	1.0967999999999838
12	0.0058	1.0967999999999838
13	0.0046	1.0967999999999838
14	0.0036	1.0967999999999838
15	0.002	1.0967999999999838
16	0.002	1.0967999999999838
17	0.0012	1.0967999999999838
18	0.0006	1.0967999999999838
19	0.0002	1.0967999999999838
20	0.0004	1.0967999999999838
21	0.0002	1.0967999999999838
22	0.0	1.0967999999999838
