index	Jogador	Time	Posicao	preco_cartoleta
0	Henrique Dourado	Fluminense	Atacante	22.00999999999828
1	Vanderlei	Santos	Goleiro	21.779999999999053
2	Luan	Grêmio	Atacante	21.130000000001058
3	Zé Rafael 	Bahia	Meia	20.039999999998283
4	Lucca	Ponte Preta	Atacante	19.880000000000834
5	Gatito Fernández	Botafogo	Goleiro	19.669999999998556
6	Hernanes	São Paulo	Meia	19.47000000000092
7	Diego	Flamengo	Meia	19.360000000000518
8	Nino Paraíba	Ponte Preta	Lateral	19.270000000000344
9	Dudu	Palmeiras	Atacante	17.75
10	Ramiro	Grêmio	Meia	16.72000000000088
11	Everton	Flamengo	Meia	15.600000000000067
12	Fred	Atlético-MG	Atacante	15.129999999999633
13	Reinaldo	Chapecoense	Lateral	15.129999999999633
14	Borja	Palmeiras	Atacante	15.089999999998081
15	Lucas Pratto	São Paulo	Atacante	15.08000000000135
16	Edson	Bahia	Meia	15.070000000000679
17	Yerry Mina	Palmeiras	Zagueiro	14.990000000000075
18	Diego Souza	Sport	Meia	14.940000000001056
19	Nenê	Vasco	Meia	14.730000000000807
20	Jean	Palmeiras	Lateral	14.230000000000977
21	Henrique Almeida	Coritiba	Atacante	14.019999999998946
22	Bruno Silva	Botafogo	Meia	14.010000000000286
23	Ángel Romero	Corinthians	Atacante	13.92999999999984
24	Clayson	Corinthians	Atacante	13.889999999999505
25	Régis	Bahia	Meia	13.860000000000495
26	Wilson	Coritiba	Goleiro	13.820000000000105
27	Fernando Prass	Palmeiras	Goleiro	13.739999999999608
28	Rodriguinho	Corinthians	Meia	13.599999999999223
29	Jucilei	São Paulo	Meia	13.580000000001307
30	Alisson	Cruzeiro	Meia	13.260000000000597
31	Fagner	Corinthians	Lateral	13.23000000000136
32	Pedro Geromel	Grêmio	Zagueiro	13.120000000001138
33	Robinho	Atlético-MG	Atacante	12.989999999999347
34	Victor Luis	Botafogo	Lateral	12.949999999998823
35	Éverton Ribeiro	Flamengo	Meia	12.90000000000102
36	Bruno Henrique	Santos	Atacante	12.760000000000629
37	Sidcley	Atlético-PR	Lateral	12.69000000000083
38	Fábio	Cruzeiro	Goleiro	12.669999999998725
39	Gustavo Scarpa	Fluminense	Meia	12.589999999998396
40	Sornoza	Fluminense	Meia	12.5100000000006
41	Wendel	Fluminense	Meia	12.319999999999734
42	Edigar Junio	Bahia	Atacante	12.309999999999215
43	Alejandro Guerra	Palmeiras	Meia	12.220000000000775
44	Renê Júnior	Bahia	Meia	12.139999999999517
45	Marcos Rocha	Atlético-MG	Lateral	12.110000000000483
46	Ricardo Oliveira	Santos	Atacante	11.930000000000264
47	Jô	Corinthians	Atacante	11.919999999998753
48	Arthur 	Chapecoense	Atacante	11.870000000000989
49	Marcelo Grohe	Grêmio	Goleiro	11.739999999999494
50	Pablo	Corinthians	Zagueiro	11.680000000000264
51	Jean	Bahia	Goleiro	11.660000000001453
52	Rithely	Sport	Meia	11.660000000001453
53	Zeca	Santos	Lateral	11.620000000000955
54	Ramon	Vasco	Lateral	11.580000000001233
55	Cássio	Corinthians	Goleiro	11.540000000000743
56	Balbuena	Corinthians	Zagueiro	11.459999999999257
57	Juninho	Bahia	Meia	11.459999999999257
58	André	Sport	Atacante	11.449999999999049
59	Réver	Flamengo	Zagueiro	11.400000000000963
60	Petros	São Paulo	Meia	11.37999999999908
61	Capa	Avaí	Lateral	11.370000000000918
62	Léo Moura	Grêmio	Lateral	11.360000000000477
63	Paolo Guerrero	Flamengo	Atacante	11.33000000000122
64	David Braz	Santos	Zagueiro	11.319999999999736
65	Luis Fabiano	Vasco	Atacante	11.300000000000926
66	Marllon	Ponte Preta	Zagueiro	11.300000000000926
67	Tomas Bastos	Coritiba	Meia	11.25
68	Wallace Reis 	Vitória	Zagueiro	11.230000000001112
69	Everton	Grêmio	Atacante	11.220000000000741
70	Gilberto 	Vasco	Lateral	11.169999999998787
71	Júnior Tavares	São Paulo	Lateral	11.150000000000952
72	Cueva	São Paulo	Meia	11.08000000000121
73	Aranha	Ponte Preta	Goleiro	11.05999999999939
74	Guilherme Arana	Corinthians	Lateral	11.010000000000405
75	Bruno Cortez	Grêmio	Lateral	10.959999999999262
76	Jean	Vasco	Meia	10.800000000000832
77	Fernando Miguel	Vitória	Goleiro	10.75
78	Elias	Atlético-MG	Meia	10.730000000001015
79	Igor Rabello	Botafogo	Zagueiro	10.589999999998751
80	Fernandinho	Grêmio	Atacante	10.459999999999269
81	Wellington Paulista	Chapecoense	Atacante	10.41000000000121
82	Fagner Alemão	Avaí	Lateral	10.400000000000915
83	Victor	Atlético-MG	Goleiro	10.339999999998806
84	Roger	Botafogo	Atacante	10.309999999999516
85	Patrick	Sport	Meia	10.269999999999083
86	Kleber	Coritiba	Atacante	10.160000000001153
87	Allione	Bahia	Meia	10.150000000000903
88	Kannemann	Grêmio	Zagueiro	10.139999999999535
89	Matheus Savio	Flamengo	Meia	10.0999999999991
