pontuacao	frequencia	media
-12	0.0004	4.413520000000107
-11	0.0002	4.413520000000107
-10	0.0	4.413520000000107
-9	0.0008	4.413520000000107
-8	0.0014	4.413520000000107
-7	0.0024	4.413520000000107
-6	0.0062	4.413520000000107
-5	0.0098	4.413520000000107
-4	0.0232	4.413520000000107
-3	0.0256	4.413520000000107
-2	0.0472	4.413520000000107
-1	0.0502	4.413520000000107
0	0.073	4.413520000000107
1	0.0644	4.413520000000107
2	0.0666	4.413520000000107
3	0.0756	4.413520000000107
4	0.0576	4.413520000000107
5	0.0822	4.413520000000107
6	0.059	4.413520000000107
7	0.0652	4.413520000000107
8	0.0482	4.413520000000107
9	0.045	4.413520000000107
10	0.0418	4.413520000000107
11	0.0272	4.413520000000107
12	0.0274	4.413520000000107
13	0.0224	4.413520000000107
14	0.017	4.413520000000107
15	0.0172	4.413520000000107
16	0.0112	4.413520000000107
17	0.0098	4.413520000000107
18	0.0048	4.413520000000107
19	0.0032	4.413520000000107
20	0.005	4.413520000000107
21	0.0022	4.413520000000107
22	0.0018	4.413520000000107
23	0.0012	4.413520000000107
24	0.0006	4.413520000000107
25	0.001	4.413520000000107
26	0.0004	4.413520000000107
27	0.001	4.413520000000107
28	0.0	4.413520000000107
29	0.0	4.413520000000107
30	0.0	4.413520000000107
31	0.0	4.413520000000107
32	0.0002	4.413520000000107
33	0.0	4.413520000000107
34	0.0	4.413520000000107
35	0.0	4.413520000000107
36	0.0	4.413520000000107
37	0.0002	4.413520000000107
38	0.0	4.413520000000107
39	0.0	4.413520000000107
40	0.0	4.413520000000107
41	0.0	4.413520000000107
42	0.0	4.413520000000107
43	0.0	4.413520000000107
