pontuacao	frequencia	media
-19	0.0	-2.4792
-18	0.0	-2.4792
-17	0.0	-2.4792
-16	0.0006	-2.4792
-15	0.0	-2.4792
-14	0.0012	-2.4792
-13	0.0	-2.4792
-12	0.0092	-2.4792
-11	0.0008	-2.4792
-10	0.0184	-2.4792
-9	0.0042	-2.4792
-8	0.0532	-2.4792
-7	0.0104	-2.4792
-6	0.1142	-2.4792
-5	0.0266	-2.4792
-4	0.1642	-2.4792
-3	0.0548	-2.4792
-2	0.1724	-2.4792
-1	0.079	-2.4792
0	0.0988	-2.4792
1	0.0894	-2.4792
2	0.0196	-2.4792
3	0.0458	-2.4792
4	0.0206	-2.4792
5	0.0032	-2.4792
6	0.0084	-2.4792
7	0.0028	-2.4792
8	0.0004	-2.4792
9	0.001	-2.4792
10	0.0002	-2.4792
11	0.0	-2.4792
12	0.0	-2.4792
