pontuacao	frequencia	media
-16	0.0002	1.7708400000000037
-15	0.0	1.7708400000000037
-14	0.0	1.7708400000000037
-13	0.0	1.7708400000000037
-12	0.0	1.7708400000000037
-11	0.0006	1.7708400000000037
-10	0.0012	1.7708400000000037
-9	0.0016	1.7708400000000037
-8	0.0028	1.7708400000000037
-7	0.0054	1.7708400000000037
-6	0.0058	1.7708400000000037
-5	0.0152	1.7708400000000037
-4	0.0206	1.7708400000000037
-3	0.029	1.7708400000000037
-2	0.0404	1.7708400000000037
-1	0.0852	1.7708400000000037
0	0.1258	1.7708400000000037
1	0.1386	1.7708400000000037
2	0.1352	1.7708400000000037
3	0.1042	1.7708400000000037
4	0.0672	1.7708400000000037
5	0.0488	1.7708400000000037
6	0.035	1.7708400000000037
7	0.0308	1.7708400000000037
8	0.0274	1.7708400000000037
9	0.0234	1.7708400000000037
10	0.0172	1.7708400000000037
11	0.0116	1.7708400000000037
12	0.0088	1.7708400000000037
13	0.0044	1.7708400000000037
14	0.0038	1.7708400000000037
15	0.0028	1.7708400000000037
16	0.0012	1.7708400000000037
17	0.0034	1.7708400000000037
18	0.001	1.7708400000000037
19	0.0002	1.7708400000000037
20	0.0002	1.7708400000000037
21	0.0002	1.7708400000000037
22	0.0002	1.7708400000000037
23	0.0002	1.7708400000000037
