pontuacao	frequencia	media
-5	0.002	2.6414600000000066
-4	0.003	2.6414600000000066
-3	0.0106	2.6414600000000066
-2	0.0228	2.6414600000000066
-1	0.0488	2.6414600000000066
0	0.0868	2.6414600000000066
1	0.1198	2.6414600000000066
2	0.1378	2.6414600000000066
3	0.1578	2.6414600000000066
4	0.1232	2.6414600000000066
5	0.1006	2.6414600000000066
6	0.0724	2.6414600000000066
7	0.0468	2.6414600000000066
8	0.0308	2.6414600000000066
9	0.0176	2.6414600000000066
10	0.009	2.6414600000000066
11	0.0046	2.6414600000000066
12	0.004	2.6414600000000066
13	0.0012	2.6414600000000066
14	0.0002	2.6414600000000066
