index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	24.229999999998892
1	Lucca	Ponte Preta	Atacante	24.02000000000108
2	Gatito Fernández	Botafogo	Goleiro	23.029999999999042
3	Luan	Grêmio	Atacante	22.27000000000085
4	Henrique Dourado	Fluminense	Atacante	21.99000000000172
5	Nino Paraíba	Ponte Preta	Lateral	20.919999999998538
6	Diego	Flamengo	Meia	20.080000000001448
7	Zé Rafael 	Bahia	Meia	19.82000000000219
8	Thiago Neves	Cruzeiro	Meia	18.190000000001284
9	Diego Souza	Sport	Meia	17.269999999999914
10	Borja	Palmeiras	Atacante	16.199999999998475
11	Ramiro	Grêmio	Meia	16.169999999998623
12	Régis	Bahia	Meia	16.149999999999736
13	Dudu	Palmeiras	Atacante	16.139999999999493
14	Éverton Ribeiro	Flamengo	Meia	16.0
15	Sornoza	Fluminense	Meia	15.809999999998874
16	Henrique Almeida	Coritiba	Atacante	15.740000000000324
17	Bruno Henrique	Santos	Atacante	15.730000000000498
18	Lucas Pratto	São Paulo	Atacante	15.490000000000245
19	Aranha	Ponte Preta	Goleiro	15.179999999999279
20	Fred	Atlético-MG	Atacante	14.990000000000075
21	Yerry Mina	Palmeiras	Zagueiro	14.87999999999955
22	Everton	Flamengo	Meia	14.809999999998956
23	Clayson	Corinthians	Atacante	14.6100000000005
24	Jean	Palmeiras	Lateral	14.6100000000005
25	Fernando Prass	Palmeiras	Goleiro	14.44000000000101
26	Alejandro Guerra	Palmeiras	Meia	14.33000000000133
27	Alisson	Cruzeiro	Meia	14.120000000000728
28	Edson	Bahia	Meia	14.089999999998195
29	Luis Fabiano	Vasco	Atacante	14.040000000000282
30	Jucilei	São Paulo	Meia	14.0
31	Pedro Geromel	Grêmio	Zagueiro	13.919999999998682
32	Nenê	Vasco	Meia	13.62999999999908
33	Cássio	Corinthians	Goleiro	13.610000000000495
34	Wendel	Fluminense	Meia	13.559999999999075
35	Reinaldo	Chapecoense	Lateral	12.959999999999242
36	Wilson	Coritiba	Goleiro	12.930000000000268
37	Ángel Romero	Corinthians	Atacante	12.879999999998882
38	Diogo Barbosa	Cruzeiro	Lateral	12.870000000001117
39	Rodriguinho	Corinthians	Meia	12.809999999999157
40	Júnior Tavares	São Paulo	Lateral	12.739999999999375
41	Fagner	Corinthians	Lateral	12.739999999999375
42	Richarlison 	Fluminense	Atacante	12.639999999999512
43	Gilberto 	Vasco	Lateral	12.639999999999512
44	Robinho	Atlético-MG	Atacante	12.59999999999899
45	David Braz	Santos	Zagueiro	12.470000000000782
46	Kleber	Coritiba	Atacante	12.459999999999246
47	Tomas Bastos	Coritiba	Meia	12.419999999998733
48	Sidcley	Atlético-PR	Lateral	12.370000000001054
49	Gustavo Scarpa	Fluminense	Meia	12.339999999998433
50	Paolo Guerrero	Flamengo	Atacante	12.260000000000572
51	Marllon	Ponte Preta	Zagueiro	12.220000000000775
52	Juninho	Bahia	Meia	12.199999999998928
53	Balbuena	Corinthians	Zagueiro	12.180000000000266
54	Arthur 	Chapecoense	Atacante	12.110000000000483
55	Jô	Corinthians	Atacante	12.089999999998474
56	Elias	Atlético-MG	Meia	11.919999999998753
57	Pablo	Corinthians	Zagueiro	11.839999999998515
58	Bruno Silva	Botafogo	Meia	11.809999999999281
59	Léo Moura	Grêmio	Lateral	11.809999999999281
60	Kadu	Ponte Preta	Zagueiro	11.779999999999239
61	Igor Rabello	Botafogo	Zagueiro	11.739999999999494
62	Jean	Bahia	Goleiro	11.680000000000264
63	Douglas Friedrich	Avaí	Goleiro	11.610000000000479
64	Fábio	Cruzeiro	Goleiro	11.589999999998557
65	Capa	Avaí	Lateral	11.47000000000075
66	Ricardo Oliveira	Santos	Atacante	11.400000000000963
67	Victor Luis	Botafogo	Lateral	11.389999999999523
68	Fernandinho	Grêmio	Atacante	11.339999999998604
69	Bruno Henrique	Palmeiras	Meia	11.33000000000122
70	João Lucas	Ponte Preta	Lateral	11.26000000000044
71	Rithely	Sport	Meia	11.239999999999561
72	Pedro Rocha	Grêmio	Atacante	11.099999999999051
73	Matheus Savio	Flamengo	Meia	10.989999999999599
74	Fagner Alemão	Avaí	Lateral	10.989999999999599
75	Renan Ribeiro	São Paulo	Goleiro	10.980000000001064
76	Renê Júnior	Bahia	Meia	10.879999999999159
77	Marcos Rocha	Atlético-MG	Lateral	10.830000000001197
78	Rafael Sobis	Cruzeiro	Atacante	10.769999999998976
79	Miller Bolaños	Grêmio	Atacante	10.620000000000797
80	Edílson	Grêmio	Lateral	10.599999999999074
81	Geferson	Vitória	Lateral	10.569999999999737
82	André	Sport	Atacante	10.569999999999737
83	Patrick	Sport	Meia	10.510000000000327
84	Guilherme Arana	Corinthians	Lateral	10.5
85	Victor	Atlético-MG	Goleiro	10.489999999999677
86	Joel Carli	Botafogo	Zagueiro	10.389999999999533
87	Rodrigo Lindoso	Botafogo	Meia	10.309999999999516
88	Allione	Bahia	Meia	10.25
89	Réver	Flamengo	Zagueiro	10.209999999999273
90	Otávio 	Atlético-PR	Meia	10.19999999999929
91	Neto Berola	Coritiba	Atacante	10.190000000000463
92	Arthur	Grêmio	Meia	10.0999999999991
93	Bruno Cortez	Grêmio	Lateral	10.05999999999956
94	Petros	São Paulo	Meia	10.050000000000678
95	Rodinei	Flamengo	Lateral	10.010000000000241
96	Geuvânio	Flamengo	Atacante	9.970000000000686
97	Jean	Vasco	Meia	9.919999999998854
98	Tiago 	Bahia	Zagueiro	9.87000000000066
99	Victor Ferraz	Santos	Lateral	9.760000000000195
100	Gabriel	Atlético-MG	Zagueiro	9.730000000000791
101	Orejuela	Fluminense	Meia	9.699999999999404
102	Everton	Grêmio	Atacante	9.639999999999542
103	Wellington Paulista	Chapecoense	Atacante	9.540000000000717
104	Kieza	Vitória	Atacante	9.529999999999335
105	Edigar Junio	Bahia	Atacante	9.519999999999264
106	Cueva	São Paulo	Meia	9.510000000000147
107	Lucas Barrios	Grêmio	Atacante	9.410000000000966
108	Yago Pikachu	Vasco	Lateral	9.410000000000966
109	Pedro Henrique	Corinthians	Zagueiro	9.370000000000555
110	Dodô	Coritiba	Lateral	9.339999999999053
111	Kannemann	Grêmio	Zagueiro	9.339999999999053
112	Jefferson	Botafogo	Goleiro	9.330000000001109
113	Willian Farias	Vitória	Meia	9.330000000001109
114	Vitor Bueno	Santos	Meia	9.290000000000713
115	Juninho	Palmeiras	Zagueiro	9.26999999999933
116	Jadson	Corinthians	Meia	9.199999999999529
117	Michel 	Grêmio	Meia	9.19000000000026
118	Roger	Botafogo	Atacante	9.180000000000257
119	Wellington Silva	Fluminense	Atacante	9.160000000000897
120	Willian Arão	Flamengo	Meia	9.160000000000897
121	Mateus Vital	Vasco	Meia	9.13999999999955
122	Léo	Cruzeiro	Zagueiro	9.120000000000498
123	Gilson	Botafogo	Lateral	9.120000000000498
124	Felipe Santana	Atlético-MG	Zagueiro	9.11000000000045
125	Leandro Silva	Avaí	Lateral	9.08999999999912
126	Romulo	Avaí	Atacante	9.059999999999768
127	Rodrigo	Ponte Preta	Zagueiro	8.970000000000635
128	Rodrigo Caio	São Paulo	Zagueiro	8.940000000000202
129	Leonardo Silva	Atlético-MG	Zagueiro	8.930000000000257
130	Arnaldo	Botafogo	Lateral	8.900000000000825
131	Dedé	Cruzeiro	Zagueiro	8.860000000000449
132	Marquinhos Gabriel	Corinthians	Meia	8.819999999999744
133	Kanu	Vitória	Zagueiro	8.75
134	Jonathan	Atlético-PR	Lateral	8.74000000000002
135	Vladimir Hernández	Santos	Atacante	8.74000000000002
136	Robinho	Cruzeiro	Meia	8.730000000000514
137	Rhodolfo	Flamengo	Zagueiro	8.699999999999669
138	Henrique	Fluminense	Zagueiro	8.66999999999894
139	Júnior Dutra	Avaí	Atacante	8.589999999999273
140	Werley	Coritiba	Zagueiro	8.580000000001053
141	Márcio Araújo	Flamengo	Meia	8.540000000000699
142	Egídio	Palmeiras	Lateral	8.519999999999554
143	Luiz Antonio 	Chapecoense	Meia	8.509999999999925
144	Cazares	Atlético-MG	Meia	8.509999999999925
145	Fernando Miguel	Vitória	Goleiro	8.480000000000434
146	Nikão	Atlético-PR	Meia	8.459999999999303
147	Edu Dracena	Palmeiras	Zagueiro	8.449999999999745
148	Marcão Silva	Atlético-GO	Meia	8.400000000000787
149	Guilherme	Atlético-PR	Meia	8.38999999999956
150	Fernando Bob	Ponte Preta	Meia	8.36000000000044
151	Conca	Flamengo	Meia	8.349999999999216
152	Felipe Melo	Palmeiras	Meia	8.269999999999635
153	Naldo	Ponte Preta	Meia	8.209999999999308
154	Ronaldo Alves	Sport	Zagueiro	8.199999999999827
155	Jonas	Coritiba	Meia	8.180000000000256
156	Henrique	Vasco	Lateral	8.169999999998982
157	Alan Costa	Vitória	Zagueiro	8.160000000000581
158	Ravanelli	Ponte Preta	Meia	8.160000000000581
159	Rafael Vaz	Flamengo	Zagueiro	8.139999999999565
160	Pará	Flamengo	Lateral	8.12999999999976
161	Walter	Atlético-GO	Atacante	8.099999999999238
162	Mauricio Kozlinski	Avaí	Goleiro	8.099999999999238
163	Arrascaeta	Cruzeiro	Meia	8.08000000000101
164	Bruno Paulista	Vasco	Meia	7.9900000000002125
165	Arboleda	São Paulo	Zagueiro	7.970000000000567
166	Wellington Nem	São Paulo	Atacante	7.900000000000745
167	Ramon	Vasco	Lateral	7.870000000000162
168	Rildo	Coritiba	Atacante	7.790000000000682
169	Renato Cajá	Ponte Preta	Meia	7.779999999999447
170	Luan	Palmeiras	Zagueiro	7.769999999999819
171	Gabriel	Corinthians	Meia	7.730000000000165
172	Roger Carvalho	Atlético-GO	Zagueiro	7.720000000000549
173	Maycon	Corinthians	Meia	7.700000000000005
174	Clayton	Corinthians	Atacante	7.66000000000039
175	Maicon	Grêmio	Meia	7.650000000000722
176	Willian	Palmeiras	Atacante	7.650000000000722
177	Bruno Pacheco	Atlético-GO	Lateral	7.639999999999573
178	Lucas Romero	Cruzeiro	Meia	7.62000000000008
179	Diego Tavares	Avaí	Lateral	7.580000000000962
180	Felipe Gedoz 	Atlético-PR	Meia	7.580000000000962
181	Zé Roberto	Palmeiras	Lateral	7.540000000000675
182	Marcelo Grohe	Grêmio	Goleiro	7.529999999999467
183	Mayke	Palmeiras	Lateral	7.529999999999467
184	Thiago Heleno	Atlético-PR	Zagueiro	7.529999999999467
185	Hudson	Cruzeiro	Meia	7.509999999999644
186	Matheus Galdezani	Coritiba	Meia	7.439999999999775
187	Vinícius	Bahia	Meia	7.339999999999745
188	Marcelo Oliveira	Grêmio	Lateral	7.330000000000935
189	Betão	Avaí	Zagueiro	7.299999999999837
190	Keno	Palmeiras	Atacante	7.29000000000067
191	Lucas Veríssimo	Santos	Zagueiro	7.2799999999994895
192	Valdívia	Atlético-MG	Meia	7.25
193	Victor Ramos	Chapecoense	Zagueiro	7.189999999999684
194	Róger Guedes	Palmeiras	Atacante	7.169999999999083
195	Sassá	Cruzeiro	Atacante	7.089999999999859
196	André Lima	Vitória	Atacante	7.069999999999752
197	Neilton	Vitória	Atacante	7.060000000000364
198	Buffarini	São Paulo	Lateral	7.049999999999728
199	Apodi	Chapecoense	Lateral	7.020000000000141
200	William Matheus	Coritiba	Lateral	7.0
201	Renê	Flamengo	Lateral	7.0
202	Diego Rosa	Atlético-GO	Meia	7.0
203	Seijas	Chapecoense	Meia	6.810000000000462
204	Wallace Reis 	Vitória	Zagueiro	6.810000000000462
205	Andrigo	Atlético-GO	Meia	6.799999999999612
206	Emerson Sheik	Ponte Preta	Atacante	6.729999999999714
207	Copete	Santos	Atacante	6.720000000000457
208	Cleiton Xavier	Vitória	Meia	6.700000000000438
209	Magrão	Sport	Goleiro	6.680000000000246
210	Rodrigão	Bahia	Atacante	6.639999999999597
211	Martín Silva	Vasco	Goleiro	6.630000000000298
212	Ariel Cabral	Cruzeiro	Meia	6.560000000000569
213	Sander	Sport	Lateral	6.529999999999563
214	Felipe Garcia	Atlético-GO	Goleiro	6.520000000000379
215	Anselmo	Sport	Meia	6.5
216	Cléber	Santos	Zagueiro	6.490000000000697
217	Otero	Atlético-MG	Meia	6.479999999999621
218	Thomás	Sport	Meia	6.47000000000043
219	Trauco	Flamengo	Lateral	6.459999999999357
220	Marcio	Coritiba	Zagueiro	6.439999999999441
221	Luis Ricardo	Botafogo	Lateral	6.439999999999441
222	Renato	Santos	Meia	6.389999999999604
223	Euller 	Vitória	Lateral	6.310000000000543
