pontuacao	frequencia	media
-3	0.0038	3.647260000000011
-2	0.0124	3.647260000000011
-1	0.0338	3.647260000000011
0	0.065	3.647260000000011
1	0.0952	3.647260000000011
2	0.1084	3.647260000000011
3	0.133	3.647260000000011
4	0.1322	3.647260000000011
5	0.1144	3.647260000000011
6	0.0946	3.647260000000011
7	0.072	3.647260000000011
8	0.051	3.647260000000011
9	0.0328	3.647260000000011
10	0.0198	3.647260000000011
11	0.0152	3.647260000000011
12	0.0072	3.647260000000011
13	0.0048	3.647260000000011
14	0.0026	3.647260000000011
15	0.0004	3.647260000000011
16	0.0008	3.647260000000011
17	0.0	3.647260000000011
18	0.0004	3.647260000000011
