pontuacao	frequencia	media
-6	0.0006	1.9165200000000027
-5	0.0012	1.9165200000000027
-4	0.0024	1.9165200000000027
-3	0.0106	1.9165200000000027
-2	0.0228	1.9165200000000027
-1	0.0604	1.9165200000000027
0	0.117	1.9165200000000027
1	0.1602	1.9165200000000027
2	0.1636	1.9165200000000027
3	0.1626	1.9165200000000027
4	0.1194	1.9165200000000027
5	0.0852	1.9165200000000027
6	0.048	1.9165200000000027
7	0.0216	1.9165200000000027
8	0.014	1.9165200000000027
9	0.0062	1.9165200000000027
10	0.0026	1.9165200000000027
11	0.0012	1.9165200000000027
