pontuacao	frequencia	media
2	0.0008	25.6607
3	0.001	25.6607
4	0.0044	25.6607
5	0.0014	25.6607
6	0.0054	25.6607
7	0.0054	25.6607
8	0.0058	25.6607
9	0.013	25.6607
10	0.0132	25.6607
11	0.0116	25.6607
12	0.0198	25.6607
13	0.0222	25.6607
14	0.021	25.6607
15	0.0286	25.6607
16	0.0344	25.6607
17	0.032	25.6607
18	0.0364	25.6607
19	0.033	25.6607
20	0.0338	25.6607
21	0.0404	25.6607
22	0.04	25.6607
23	0.0406	25.6607
24	0.0394	25.6607
25	0.034	25.6607
26	0.0368	25.6607
27	0.0354	25.6607
28	0.0398	25.6607
29	0.0386	25.6607
30	0.032	25.6607
31	0.03	25.6607
32	0.0256	25.6607
33	0.0276	25.6607
34	0.02	25.6607
35	0.0222	25.6607
36	0.0204	25.6607
37	0.018	25.6607
38	0.02	25.6607
39	0.0142	25.6607
40	0.0126	25.6607
41	0.015	25.6607
42	0.0094	25.6607
43	0.0112	25.6607
44	0.0092	25.6607
45	0.007	25.6607
46	0.006	25.6607
47	0.0048	25.6607
48	0.0044	25.6607
49	0.0032	25.6607
50	0.0036	25.6607
51	0.0022	25.6607
52	0.0016	25.6607
53	0.0018	25.6607
54	0.0024	25.6607
55	0.0018	25.6607
56	0.001	25.6607
57	0.0008	25.6607
58	0.0004	25.6607
59	0.0004	25.6607
60	0.0004	25.6607
61	0.0002	25.6607
62	0.0008	25.6607
63	0.0002	25.6607
64	0.0	25.6607
65	0.0002	25.6607
66	0.0	25.6607
67	0.0002	25.6607
68	0.0	25.6607
69	0.0002	25.6607
70	0.0	25.6607
71	0.0002	25.6607
72	0.0	25.6607
