pontuacao	frequencia	media
-4	0.0008	2.051159999999993
-3	0.0104	2.051159999999993
-2	0.0682	2.051159999999993
-1	0.1668	2.051159999999993
0	0.1708	2.051159999999993
1	0.0986	2.051159999999993
2	0.0562	2.051159999999993
3	0.0656	2.051159999999993
4	0.087	2.051159999999993
5	0.0846	2.051159999999993
6	0.057	2.051159999999993
7	0.0254	2.051159999999993
8	0.0218	2.051159999999993
9	0.0254	2.051159999999993
10	0.0216	2.051159999999993
11	0.0122	2.051159999999993
12	0.0066	2.051159999999993
13	0.0038	2.051159999999993
14	0.005	2.051159999999993
15	0.0044	2.051159999999993
16	0.0032	2.051159999999993
17	0.002	2.051159999999993
18	0.001	2.051159999999993
19	0.0008	2.051159999999993
20	0.0002	2.051159999999993
21	0.0004	2.051159999999993
22	0.0	2.051159999999993
