pontuacao	frequencia	media
-10	0.0006	0.24096000000000095
-9	0.0012	0.24096000000000095
-8	0.0044	0.24096000000000095
-7	0.0062	0.24096000000000095
-6	0.0128	0.24096000000000095
-5	0.0282	0.24096000000000095
-4	0.0412	0.24096000000000095
-3	0.0672	0.24096000000000095
-2	0.0842	0.24096000000000095
-1	0.1122	0.24096000000000095
0	0.1188	0.24096000000000095
1	0.1276	0.24096000000000095
2	0.1154	0.24096000000000095
3	0.0912	0.24096000000000095
4	0.0662	0.24096000000000095
5	0.048	0.24096000000000095
6	0.0324	0.24096000000000095
7	0.0202	0.24096000000000095
8	0.0118	0.24096000000000095
9	0.0062	0.24096000000000095
10	0.002	0.24096000000000095
11	0.0012	0.24096000000000095
12	0.0002	0.24096000000000095
13	0.0	0.24096000000000095
14	0.0	0.24096000000000095
