index	Jogador	Time	Posicao	preco_cartoleta
0	Luan	Grêmio	Atacante	24.52999999999903
1	Vanderlei	Santos	Goleiro	23.889999999999468
2	Henrique Dourado	Fluminense	Atacante	23.52999999999904
3	Gatito Fernández	Botafogo	Goleiro	23.029999999999042
4	Lucca	Ponte Preta	Atacante	21.3699999999989
5	Diego	Flamengo	Meia	21.16000000000237
6	Nino Paraíba	Ponte Preta	Lateral	19.649999999998748
7	Zé Rafael 	Bahia	Meia	18.92999999999804
8	Thiago Neves	Cruzeiro	Meia	17.770000000000028
9	Diego Souza	Sport	Meia	17.449999999998376
10	Régis	Bahia	Meia	17.190000000001223
11	Borja	Palmeiras	Atacante	16.630000000000084
12	Lucas Pratto	São Paulo	Atacante	16.38999999999949
13	Ramiro	Grêmio	Meia	16.210000000000612
14	Douglas	Vasco	Meia	15.940000000001135
15	Jucilei	São Paulo	Meia	15.929999999998982
16	Clayson	Corinthians	Atacante	15.809999999998874
17	Henrique Almeida	Coritiba	Atacante	15.809999999998874
18	Sornoza	Fluminense	Meia	15.809999999998874
19	Jean	Palmeiras	Lateral	15.589999999998033
20	Dudu	Palmeiras	Atacante	15.139999999999496
21	Yerry Mina	Palmeiras	Zagueiro	15.139999999999496
22	Alisson	Cruzeiro	Meia	14.910000000001897
23	Everton	Flamengo	Meia	14.809999999998956
24	Fred	Atlético-MG	Atacante	14.75
25	Fernando Prass	Palmeiras	Goleiro	14.739999999999988
26	Pedro Geromel	Grêmio	Zagueiro	14.58000000000134
27	Edson	Bahia	Meia	14.089999999998195
28	Luis Fabiano	Vasco	Atacante	14.040000000000282
29	Jean	Bahia	Goleiro	13.919999999998682
30	Rodriguinho	Corinthians	Meia	13.839999999998225
31	Ángel Romero	Corinthians	Atacante	13.699999999998727
32	Robinho	Atlético-MG	Atacante	13.650000000000754
33	Fábio	Cruzeiro	Goleiro	13.580000000001307
34	Alejandro Guerra	Palmeiras	Meia	13.449999999998758
35	Wilson	Coritiba	Goleiro	13.419999999998696
36	Júnior Tavares	São Paulo	Lateral	13.31999999999985
37	Fagner	Corinthians	Lateral	13.11000000000049
38	Bruno Silva	Botafogo	Meia	13.040000000000758
39	Cássio	Corinthians	Goleiro	12.90000000000102
40	Renê Júnior	Bahia	Meia	12.69000000000083
41	Nenê	Vasco	Meia	12.69000000000083
42	Diogo Barbosa	Cruzeiro	Lateral	12.650000000001011
43	Elias	Atlético-MG	Meia	12.550000000001123
44	Sidcley	Atlético-PR	Lateral	12.540000000000754
45	Kleber	Coritiba	Atacante	12.459999999999246
46	Tomas Bastos	Coritiba	Meia	12.4400000000008
47	André	Sport	Atacante	12.410000000001578
48	Igor Rabello	Botafogo	Zagueiro	12.370000000001054
49	Wendel	Fluminense	Meia	12.360000000000486
50	Victor Luis	Botafogo	Lateral	12.360000000000486
51	Richarlison 	Fluminense	Atacante	12.300000000001086
52	Ábila	Cruzeiro	Atacante	12.220000000000775
53	Éverton Ribeiro	Flamengo	Meia	12.110000000000483
54	Marllon	Ponte Preta	Zagueiro	12.099999999999008
55	Pablo	Corinthians	Zagueiro	12.089999999998474
56	Paolo Guerrero	Flamengo	Atacante	11.88999999999952
57	Victor	Atlético-MG	Goleiro	11.849999999999019
58	Léo Moura	Grêmio	Lateral	11.809999999999281
59	Reinaldo	Chapecoense	Lateral	11.769999999998792
60	Bruno Henrique	Santos	Atacante	11.720000000000757
61	Kadu	Ponte Preta	Zagueiro	11.650000000000974
62	Gilberto 	Vasco	Lateral	11.519999999998836
63	Gustavo Scarpa	Fluminense	Meia	11.519999999998836
64	Capa	Avaí	Lateral	11.489999999999528
65	Ricardo Oliveira	Santos	Atacante	11.400000000000963
66	David Braz	Santos	Zagueiro	11.319999999999736
67	Jô	Corinthians	Atacante	11.29000000000074
68	João Lucas	Ponte Preta	Lateral	11.26000000000044
69	Edílson	Grêmio	Lateral	11.160000000001364
70	Leandro Damião	Flamengo	Atacante	11.029999999999266
71	Guilherme Arana	Corinthians	Lateral	11.0
72	Matheus Savio	Flamengo	Meia	10.989999999999599
73	Bruno Cortez	Grêmio	Lateral	10.980000000001064
74	Everaldo	Atlético-GO	Atacante	10.949999999999138
75	Rithely	Sport	Meia	10.879999999999159
76	Jean	Vasco	Meia	10.879999999999159
77	Arthur 	Chapecoense	Atacante	10.8399999999987
78	Réver	Flamengo	Zagueiro	10.69000000000055
79	Jadson	Corinthians	Meia	10.650000000000928
80	Rafael Sobis	Cruzeiro	Atacante	10.620000000000797
81	Miller Bolaños	Grêmio	Atacante	10.620000000000797
82	Neto Berola	Coritiba	Atacante	10.61000000000047
83	Juninho	Bahia	Meia	10.569999999999737
84	Kannemann	Grêmio	Zagueiro	10.559999999999471
85	Roger	Botafogo	Atacante	10.559999999999471
86	Rodrigo Lindoso	Botafogo	Meia	10.370000000000754
87	Balbuena	Corinthians	Zagueiro	10.339999999998806
88	Guilherme	Atlético-PR	Meia	10.33000000000117
89	Petros	São Paulo	Meia	10.290000000000727
90	Orejuela	Fluminense	Meia	10.290000000000727
91	Allione	Bahia	Meia	10.2799999999993
92	Arnaldo	Botafogo	Lateral	10.2799999999993
93	Geferson	Vitória	Lateral	10.260000000000286
94	Fernandinho	Grêmio	Atacante	10.050000000000678
95	Marquinhos Gabriel	Corinthians	Meia	9.98000000000085
96	Juninho	Palmeiras	Zagueiro	9.98000000000085
97	Rildo	Coritiba	Atacante	9.919999999998854
