index	Jogador	Time	Posicao	preco_cartoleta
0	Lucca	Ponte Preta	Atacante	24.02000000000108
1	Vanderlei	Santos	Goleiro	22.71000000000227
2	Henrique Dourado	Fluminense	Atacante	21.99000000000172
3	Luan	Grêmio	Atacante	21.660000000002395
4	Zé Rafael 	Bahia	Meia	21.300000000001855
5	Nino Paraíba	Ponte Preta	Lateral	20.919999999998538
6	Gatito Fernández	Botafogo	Goleiro	19.78999999999834
7	Diego	Flamengo	Meia	18.80999999999868
8	Thiago Neves	Cruzeiro	Meia	17.490000000000812
9	Dudu	Palmeiras	Atacante	17.410000000002128
10	Diego Souza	Sport	Meia	17.269999999999914
11	Borja	Palmeiras	Atacante	16.199999999998475
12	Sornoza	Fluminense	Meia	15.809999999998874
13	Jean	Palmeiras	Lateral	15.539999999999639
14	Ramiro	Grêmio	Meia	15.539999999999639
15	Aranha	Ponte Preta	Goleiro	15.179999999999279
16	Lucas Pratto	São Paulo	Atacante	15.08000000000135
17	Fred	Atlético-MG	Atacante	14.990000000000075
18	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
19	Régis	Bahia	Meia	14.940000000001056
20	Henrique Almeida	Coritiba	Atacante	14.45999999999991
21	Fernando Prass	Palmeiras	Goleiro	14.44000000000101
22	Alejandro Guerra	Palmeiras	Meia	14.179999999999717
23	Clayson	Corinthians	Atacante	14.160000000001814
24	Alisson	Cruzeiro	Meia	14.120000000000728
25	Edson	Bahia	Meia	14.089999999998195
26	Luis Fabiano	Vasco	Atacante	14.040000000000282
27	Everton	Flamengo	Meia	13.860000000000495
28	Pedro Geromel	Grêmio	Zagueiro	13.739999999999608
29	Sidcley	Atlético-PR	Lateral	13.730000000001164
30	Fábio	Cruzeiro	Goleiro	13.699999999998727
31	Jucilei	São Paulo	Meia	13.650000000000754
32	Nenê	Vasco	Meia	13.62999999999908
33	Wendel	Fluminense	Meia	13.559999999999075
34	Jô	Corinthians	Atacante	13.519999999998758
35	Bruno Henrique	Santos	Atacante	13.419999999998696
36	Wilson	Coritiba	Goleiro	13.37000000000103
37	Rodriguinho	Corinthians	Meia	12.910000000001652
38	Ángel Romero	Corinthians	Atacante	12.879999999998882
39	Éverton Ribeiro	Flamengo	Meia	12.75
40	Júnior Tavares	São Paulo	Lateral	12.739999999999375
41	Robinho	Atlético-MG	Atacante	12.59999999999899
42	Jean	Bahia	Goleiro	12.480000000001322
43	Kleber	Coritiba	Atacante	12.459999999999246
44	Capa	Avaí	Lateral	12.400000000001002
45	Cássio	Corinthians	Goleiro	12.389999999999514
46	Gustavo Scarpa	Fluminense	Meia	12.339999999998433
47	Fernandinho	Grêmio	Atacante	12.339999999998433
48	Fagner	Corinthians	Lateral	12.300000000001086
49	Marllon	Ponte Preta	Zagueiro	12.220000000000775
50	Diogo Barbosa	Cruzeiro	Lateral	12.160000000001538
51	Elias	Atlético-MG	Meia	12.139999999999517
52	Gilberto 	Vasco	Lateral	12.129999999998976
53	Balbuena	Corinthians	Zagueiro	11.980000000001242
54	Victor	Atlético-MG	Goleiro	11.940000000000737
55	Fernando Miguel	Vitória	Goleiro	11.940000000000737
56	Pablo	Corinthians	Zagueiro	11.839999999998515
57	Victor Luis	Botafogo	Lateral	11.830000000001244
58	Réver	Flamengo	Zagueiro	11.809999999999281
59	Léo Moura	Grêmio	Lateral	11.809999999999281
60	Bruno Silva	Botafogo	Meia	11.809999999999281
61	Kadu	Ponte Preta	Zagueiro	11.779999999999239
62	David Braz	Santos	Zagueiro	11.739999999999494
63	Renê Júnior	Bahia	Meia	11.660000000001453
