index	Jogador	Time	Posicao	preco_cartoleta
0	Vanderlei	Santos	Goleiro	21.830000000001473
1	Henrique Dourado	Fluminense	Atacante	21.699999999998127
2	Luan	Grêmio	Atacante	21.660000000002395
3	Lucca	Ponte Preta	Atacante	21.600000000001664
4	Zé Rafael 	Bahia	Meia	20.27999999999907
5	Gatito Fernández	Botafogo	Goleiro	19.9100000000023
6	Diego	Flamengo	Meia	19.830000000001448
7	Nino Paraíba	Ponte Preta	Lateral	19.160000000002253
8	Thiago Neves	Cruzeiro	Meia	18.22999999999987
9	Dudu	Palmeiras	Atacante	16.88999999999949
10	Diego Souza	Sport	Meia	16.679999999998714
11	Clayson	Corinthians	Atacante	16.029999999999134
12	Sornoza	Fluminense	Meia	15.809999999998874
13	Lucas Pratto	São Paulo	Atacante	15.789999999999543
14	Ramiro	Grêmio	Meia	15.730000000000498
15	Borja	Palmeiras	Atacante	15.660000000001974
16	Rodriguinho	Corinthians	Meia	15.539999999999639
17	Jean	Palmeiras	Lateral	15.539999999999639
18	Fred	Atlético-MG	Atacante	14.990000000000075
19	Yerry Mina	Palmeiras	Zagueiro	14.960000000000129
20	Régis	Bahia	Meia	14.769999999999206
21	Wilson	Coritiba	Goleiro	14.71000000000002
22	Éverton Ribeiro	Flamengo	Meia	14.6399999999995
23	Jucilei	São Paulo	Meia	14.540000000000052
24	Henrique Almeida	Coritiba	Atacante	14.45999999999991
25	Fernando Prass	Palmeiras	Goleiro	14.44000000000101
26	Fagner	Corinthians	Lateral	14.22000000000083
27	Bruno Henrique	Santos	Atacante	14.209999999999797
28	Alejandro Guerra	Palmeiras	Meia	14.179999999999717
29	Alisson	Cruzeiro	Meia	14.120000000000728
30	Luis Fabiano	Vasco	Atacante	14.040000000000282
31	Hernanes	São Paulo	Meia	13.989999999999705
32	Sidcley	Atlético-PR	Lateral	13.919999999998682
33	Cássio	Corinthians	Goleiro	13.820000000000105
34	Pedro Geromel	Grêmio	Zagueiro	13.739999999999608
35	Jô	Corinthians	Atacante	13.730000000001164
36	Fábio	Cruzeiro	Goleiro	13.709999999999555
37	Edson	Bahia	Meia	13.650000000000754
38	Nenê	Vasco	Meia	13.62999999999908
39	Everton	Flamengo	Meia	13.569999999999979
40	Gustavo Scarpa	Fluminense	Meia	13.559999999999075
41	Ángel Romero	Corinthians	Atacante	12.879999999998882
42	Wendel	Fluminense	Meia	12.739999999999375
43	Júnior Tavares	São Paulo	Lateral	12.739999999999375
44	Patrick	Sport	Meia	12.680000000000266
45	Robinho	Atlético-MG	Atacante	12.650000000001011
46	Reinaldo	Chapecoense	Lateral	12.620000000001086
47	Kleber	Coritiba	Atacante	12.459999999999246
48	Victor Luis	Botafogo	Lateral	12.44999999999889
49	Guilherme	Atlético-PR	Meia	12.319999999999734
50	Elias	Atlético-MG	Meia	12.309999999999215
51	Arthur 	Chapecoense	Atacante	12.20999999999925
52	Diogo Barbosa	Cruzeiro	Lateral	12.160000000001538
53	David Braz	Santos	Zagueiro	12.129999999998976
54	Marllon	Ponte Preta	Zagueiro	12.01999999999875
55	Fernandinho	Grêmio	Atacante	11.980000000001242
56	Bruno Silva	Botafogo	Meia	11.980000000001242
57	Fernando Miguel	Vitória	Goleiro	11.940000000000737
58	Pablo	Corinthians	Zagueiro	11.839999999998515
59	André	Sport	Atacante	11.730000000001201
60	Tomas Bastos	Coritiba	Meia	11.59999999999903
61	Balbuena	Corinthians	Zagueiro	11.550000000000967
62	Paolo Guerrero	Flamengo	Atacante	11.480000000001157
63	Rithely	Sport	Meia	11.389999999999523
64	Renê Júnior	Bahia	Meia	11.360000000000477
65	Jean	Bahia	Goleiro	11.34999999999904
66	Aranha	Ponte Preta	Goleiro	11.339999999998604
67	João Lucas	Ponte Preta	Lateral	11.26000000000044
68	Gilberto 	Vasco	Lateral	11.199999999999093
69	Victor	Atlético-MG	Goleiro	11.08000000000121
70	Bruno Henrique	Palmeiras	Meia	11.069999999999737
71	Juninho	Bahia	Meia	11.040000000000738
72	Léo Moura	Grêmio	Lateral	11.019999999998927
73	Matheus Savio	Flamengo	Meia	10.989999999999599
74	Bruno Cortez	Grêmio	Lateral	10.949999999999138
75	Ricardo Oliveira	Santos	Atacante	10.910000000001315
76	Jean	Vasco	Meia	10.72000000000072
77	Miller Bolaños	Grêmio	Atacante	10.620000000000797
78	Capa	Avaí	Lateral	10.599999999999074
79	Geferson	Vitória	Lateral	10.569999999999737
80	Michel 	Grêmio	Meia	10.449999999999235
81	Everton	Grêmio	Atacante	10.379999999999244
82	Réver	Flamengo	Zagueiro	10.379999999999244
83	Rildo	Coritiba	Atacante	10.360000000000467
84	Guilherme Arana	Corinthians	Lateral	10.269999999999083
85	Cueva	São Paulo	Meia	10.25
86	Allione	Bahia	Meia	10.25
87	Otávio 	Atlético-PR	Meia	10.19999999999929
88	Rafael Sobis	Cruzeiro	Atacante	10.19999999999929
89	Neto Berola	Coritiba	Atacante	10.190000000000463
90	Marcos Guilherme 	São Paulo	Meia	10.06999999999974
91	Geuvânio	Flamengo	Atacante	9.970000000000686
92	Kannemann	Grêmio	Zagueiro	9.940000000000417
93	Rodrigo Lindoso	Botafogo	Meia	9.730000000000791
94	Romulo	Avaí	Atacante	9.669999999998868
95	Arthur	Grêmio	Meia	9.660000000001032
96	Rodrigo	Ponte Preta	Zagueiro	9.610000000000458
97	Wellington Paulista	Chapecoense	Atacante	9.540000000000717
98	Kieza	Vitória	Atacante	9.529999999999335
99	Rodrigo Caio	São Paulo	Zagueiro	9.519999999999264
100	Edigar Junio	Bahia	Atacante	9.519999999999264
101	Lucas Romero	Cruzeiro	Meia	9.470000000000661
102	Tiago 	Bahia	Zagueiro	9.440000000000314
103	Yago Pikachu	Vasco	Lateral	9.410000000000966
104	Lucas Barrios	Grêmio	Atacante	9.410000000000966
105	Fagner Alemão	Avaí	Lateral	9.410000000000966
106	Petros	São Paulo	Meia	9.370000000000555
107	Robinho	Cruzeiro	Meia	9.339999999999053
108	Dodô	Coritiba	Lateral	9.339999999999053
109	Jefferson	Botafogo	Goleiro	9.330000000001109
110	Willian Farias	Vitória	Meia	9.330000000001109
111	Thiago Heleno	Atlético-PR	Zagueiro	9.330000000001109
112	Edílson	Grêmio	Lateral	9.319999999999741
113	Igor Rabello	Botafogo	Zagueiro	9.319999999999741
114	Márcio Araújo	Flamengo	Meia	9.290000000000713
115	Vitor Bueno	Santos	Meia	9.290000000000713
116	Edu Dracena	Palmeiras	Zagueiro	9.279999999999347
117	Léo	Cruzeiro	Zagueiro	9.26999999999933
118	Willian Arão	Flamengo	Meia	9.25
119	Renan Ribeiro	São Paulo	Goleiro	9.25
120	Pedro Henrique	Corinthians	Zagueiro	9.23000000000066
121	Jadson	Corinthians	Meia	9.199999999999529
122	Pedro Rocha	Grêmio	Atacante	9.19000000000026
123	Henrique	Fluminense	Zagueiro	9.150000000000842
124	Gilson	Botafogo	Lateral	9.120000000000498
125	Felipe Santana	Atlético-MG	Zagueiro	9.11000000000045
126	Victor Ferraz	Santos	Lateral	9.08999999999912
127	Cazares	Atlético-MG	Meia	9.08000000000109
128	Rodinei	Flamengo	Lateral	9.05000000000043
129	Gabriel	Atlético-MG	Zagueiro	9.0
130	Mateus Vital	Vasco	Meia	8.980000000000588
131	Roger	Botafogo	Atacante	8.980000000000588
132	Nikão	Atlético-PR	Meia	8.930000000000257
133	Marcos Rocha	Atlético-MG	Lateral	8.910000000000824
134	Arnaldo	Botafogo	Lateral	8.900000000000825
135	Dedé	Cruzeiro	Zagueiro	8.860000000000449
136	Juninho	Palmeiras	Zagueiro	8.830000000001073
137	Manoel	Cruzeiro	Zagueiro	8.769999999999476
138	Marquinhos Gabriel	Corinthians	Meia	8.74000000000002
139	Marcelo Grohe	Grêmio	Goleiro	8.74000000000002
140	Vladimir Hernández	Santos	Atacante	8.74000000000002
141	Jonathan	Atlético-PR	Lateral	8.74000000000002
142	Rhodolfo	Flamengo	Zagueiro	8.699999999999669
143	Wellington Silva	Fluminense	Atacante	8.66999999999894
144	Juninho	Vitória	Lateral	8.620000000000374
145	Maycon	Corinthians	Meia	8.580000000001053
146	Werley	Coritiba	Zagueiro	8.580000000001053
147	Leonardo Silva	Atlético-MG	Zagueiro	8.540000000000699
148	Marcão Silva	Atlético-GO	Meia	8.400000000000787
149	Gabriel	Corinthians	Meia	8.37999999999969
150	Pará	Flamengo	Lateral	8.36000000000044
151	Fernando Bob	Ponte Preta	Meia	8.36000000000044
152	Conca	Flamengo	Meia	8.349999999999216
153	Joel Carli	Botafogo	Zagueiro	8.290000000000692
154	Ronaldo Alves	Sport	Zagueiro	8.27999999999941
155	Felipe Melo	Palmeiras	Meia	8.269999999999635
156	Ravanelli	Ponte Preta	Meia	8.160000000000581
157	Alan Costa	Vitória	Zagueiro	8.160000000000581
158	Rafael Vaz	Flamengo	Zagueiro	8.139999999999565
159	Orejuela	Fluminense	Meia	8.139999999999565
160	Deyverson	Palmeiras	Atacante	8.139999999999565
161	Mauricio Kozlinski	Avaí	Goleiro	8.099999999999238
162	Júnior Dutra	Avaí	Atacante	8.089999999999446
163	Arrascaeta	Cruzeiro	Meia	8.08000000000101
164	Walter	Atlético-GO	Atacante	8.060000000000029
165	Kanu	Vitória	Zagueiro	8.040000000000688
166	Rodrigo Pimpão	Botafogo	Atacante	8.040000000000688
167	Neilton	Vitória	Atacante	7.919999999999004
168	Bruno Pacheco	Atlético-GO	Lateral	7.830000000000987
169	Marcos Vinícius	Botafogo	Meia	7.7099999999993205
170	Zé Roberto	Palmeiras	Lateral	7.700000000000005
171	Clayton	Corinthians	Atacante	7.66000000000039
172	Willian	Palmeiras	Atacante	7.650000000000722
173	Arboleda	São Paulo	Zagueiro	7.6299999999999155
174	Jonas	Coritiba	Meia	7.62000000000008
175	Sassá	Cruzeiro	Atacante	7.599999999999283
176	Leandro Silva	Avaí	Lateral	7.589999999999639
177	Henrique	Vasco	Lateral	7.560000000000186
178	Roger Carvalho	Atlético-GO	Zagueiro	7.540000000000675
179	Hudson	Cruzeiro	Meia	7.509999999999644
180	Luiz Antonio 	Chapecoense	Meia	7.5
181	Jailson	Palmeiras	Goleiro	7.450000000000101
182	Maicon	Grêmio	Meia	7.419999999999056
183	Wallace Reis 	Vitória	Zagueiro	7.400000000000697
184	William Matheus	Coritiba	Lateral	7.38999999999958
185	Mayke	Palmeiras	Lateral	7.380000000000003
186	Ramon	Vasco	Lateral	7.349999999999309
187	Marcelo Oliveira	Grêmio	Lateral	7.330000000000935
